facility_id,facility_name,site_kind,place_key,health_zone,province,n_sitreps,n_events,confirmed_in_zone,name_known,place_known,grid3_type,flags
site-clique-marie-claire,Clique Marie Claire,other,babenda,"","",1,1,FALSE,FALSE,FALSE,,""
site-cm-amani,CM Amani,other,amani,"",Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cm-anuarite,CM Anuarite,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-cm-ave-maria,CM Ave maria,other,ave maria,"","",1,1,FALSE,FALSE,TRUE,,""
site-cm-chirurgical-croix-verte,CM Chirurgical Croix Verte,other,chirurgical croix verte,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-cm-divine,CM Divine,other,divine,Rwampara,"",1,1,FALSE,FALSE,TRUE,,""
site-cm-divinite,CM la Divinité,other,divinite,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-cm-gazelle,CM La Gazelle,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cm-gloria,CM GLORIA,other,gloria,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-cm-grace,CM La Grâce,other,grace,Kayna,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cm-gracia-katsina,CM Gracia Katsina,other,gracia katsina,"","",1,1,FALSE,FALSE,FALSE,,""
site-cm-jades,CM JADES,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cm-joie,CM La Joie,other,joie,Beni,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,possible_host_variant
site-cm-joponika,CM Joponika,other,joponika,"",Sud-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-cm-karibuni,CM Karibuni,other,karibuni,"","",1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-cm-kithimba,CM Kithimba,other,kithimba,Beni,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-cm-mbanasuvya,CM Mbanasuvya,other,mbanasuvya,Beni,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-cm-mbanivuka,CM Mbanivuka,other,mbanivuka,Beni,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-cm-ndirira,CM Ndirira,other,ndirira,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-cm-peniel,CM Peniel,other,peniel,Komanda,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-cm-renouveau-2,CM Renouveau 2,other,renouveau 2,"","",1,1,FALSE,FALSE,TRUE,,""
site-cm-sauvetage,CM sauvetage,other,sauvetage,"","",1,1,FALSE,FALSE,TRUE,,""
site-cm-sauveur,CM le Sauveur,other,sauveur,"","",1,1,FALSE,FALSE,FALSE,,""
site-cm-shukrani,CM Shukrani,other,shukrani,Kabondo,Tshopo,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cm-st-gabriel,CM St Gabriel,other,st gabriel,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-cm-st-pierre,CM St pierre,other,st pierre,"","",1,1,FALSE,FALSE,TRUE,,""
site-cm-st-raphael,CM St Raphael,other,st raphael,"","",1,1,FALSE,FALSE,TRUE,,""
site-cmc-kiharo,CMC Kiharo,other,kiharo,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cme-nyakunde-bunia,CME Nyakunde Bunia,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_name_subset
site-cme-nyankunde,CME/Nyankunde,other,nyankunde,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_same_site;possible_spelling_variant
site-cs-abiangama,CS Abiangama,other,abiangama,Pawa,Haut-Uele,1,1,FALSE,FALSE,TRUE,,""
site-cs-adventiste,CS Adventiste,other,adventiste,"","",1,1,FALSE,FALSE,TRUE,,""
site-cs-agri-uele,CS Agri Uélé,other,agri uele,Ganga,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-cs-anoalite,CS Anoalité,other,anoalite,"","",1,1,FALSE,FALSE,TRUE,,""
site-cs-bafwandambo,CS de Bafwandambo,other,bafwandambo,Bafwasende,Tshopo,1,1,FALSE,FALSE,TRUE,,""
site-cs-bahwere,CS de Bahwere,other,bahwere,Lita,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-cs-bale,CS Bale,other,bale,Buta,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-cs-bankoko,CS Bankoko,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-cs-baruti,CS Baruti,other,baruti,Buta,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-cs-betshaida,CS Betshaïda,other,betshaida,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
site-cs-binase,CS BINASE,other,binase,Mambasa,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-cs-boikene,CS BOIKENE,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_same_site
site-cs-bunia-cite,CS Bunia Cité,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_name_subset;possible_spelling_variant
site-cs-butanuka,CS Butanuka,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-butsili,CS BUTSILI,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-dokotolo,CS Dokotolo,other,dokotolo,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-cs-eringeti,CS Eringeti,other,eringeti,Oicha,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-famille,CS La Famille,other,famille,Mangobo,Tshopo,1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-cs-irangya,CS Irangya,other,katwa,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-jades,CS Jades,other,jades,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cs-kabushwa,CS Kabushwa,other,kabushwa,"","",1,1,FALSE,FALSE,TRUE,,""
site-cs-kasabinyale,CS Kasabinyale,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-kasisi,CS Kasisi,other,kasisi,Kyondo,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-katiri,CS Katiri,other,katiri,Kyondo,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-kavumu,CS Kavumu,other,kavumu,Miti Murhesa,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cs-kisiza,CS Kisiza,other,kisiza,Idjwi,"",1,1,FALSE,FALSE,TRUE,,""
site-cs-konga-konga,CS Konga-Konga,other,konga konga,Makiso Kisangani,Tshopo,1,1,FALSE,FALSE,TRUE,,""
site-cs-kutumba,CS Kutumba,other,kutumba,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-cs-kyaghala,CS Kyaghala,other,kyaghala,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cs-kyangike,CS Kyangike,other,kyangike,Butembo,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-lembabo,CS Lembabo,other,lembabo,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_spelling_variant
site-cs-malkia,CS Malkia,other,malkia,Tshopo,Tshopo,1,1,FALSE,FALSE,TRUE,,""
site-cs-maranatha,CS Maranatha,other,maranatha,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_spelling_variant
site-cs-masuli,CS Masuli,other,masuli,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-matete,CS Matete,other,matete,Mangobo,Tshopo,1,1,FALSE,FALSE,TRUE,,possible_spelling_variant
site-cs-mbana,CS Mbana,other,mbana,Viadana,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-cs-merites,CS. Les merites,other,merites,Bunia,Ituri,1,1,FALSE,FALSE,FALSE,,possible_host_variant
site-cs-mitoya,CS Mitoya,other,mitoya,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-mobenge,CS Mobenge,other,mobenge,Buta,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-cs-mudzi-maria,CS Mudzi maria,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cs-mukuna,CS Mukuna,other,mukuna,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cs-mutumbi,CS Mutumbi,other,lita,Lita,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-cs-naissance-desirable,CS Naissance Désirable,other,naissance desirable,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-cs-ndindi,CS de Ndindi,other,ndindi,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-cs-ngalika,CS Ngalika,other,ngalika,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-cs-ngamau,CS Ngamau,other,ngamau,Mongbwalu,"",1,1,FALSE,FALSE,TRUE,,""
site-cs-ngona,CS Ngona,other,ngona,Rwampara,"",1,1,FALSE,FALSE,TRUE,,""
site-cs-nyakasanza,CS Nyakasanza,other,nyakasanza,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-cs-nyakero,CS Nyakero,other,nyakero,"","",1,1,FALSE,FALSE,FALSE,,""
site-cs-plutot,CS plutôt,other,plutot,"","",1,1,FALSE,FALSE,FALSE,,""
site-cs-poli-frontiere,CS Poli de frontiere,other,poli frontiere,"","",1,1,FALSE,FALSE,FALSE,,""
site-cs-reference-rubi-lisanga,CS de référence de Rubi Lisanga,other,rubi lisanga,Buta,Bas-Uele,1,1,FALSE,FALSE,TRUE,,possible_name_subset
site-cs-rubi-lisanga,CS Rubi-Lisanga,other,rubi lisanga,Buta,Bas-Uele,1,1,FALSE,FALSE,TRUE,,possible_name_subset;possible_spelling_variant
site-cs-rwambuzi,CS Rwambuzi,other,rwambuzi,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-cs-rwankole,CS Rwankole,other,rwankole,"","",1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_spelling_variant
site-cs-saint-luc,CS Saint-Luc,other,saint luc,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-saint-pierre,CS Saint-Pierre,other,saint pierre,Makiso Kisangani,Tshopo,1,1,FALSE,FALSE,TRUE,,""
site-cs-salama,CS SALAMA,other,salama,"",Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-cs-segama,CS Segama,other,segama,Mangobo,Tshopo,1,1,FALSE,FALSE,TRUE,,""
site-cs-shamamba,CS Shamamba,other,shamamba,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-sncc,CS SNCC,other,sncc,"","",1,1,FALSE,FALSE,TRUE,,""
site-cs-sommet,CS le Sommet,other,sommet,Bunia,"",1,1,FALSE,FALSE,FALSE,,""
site-cs-tchudja,CS Tchudja,other,tchudja,Bambu,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-cs-tsili,CS Tsili,other,tsili,Bambu,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-cs-tuungane,CS TUUNGANE,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-vighole,CS Vighole,other,katwa,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-vuhika,CS Vuhika,other,vuhika,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-vungba,CS Vungba,other,vungba,Viadana,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-cs-vutike,CS Vutike,other,butembo,Butembo,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-cs-yedi,CS Yedi,other,yedi,Mongbwalu,"",1,1,FALSE,FALSE,TRUE,,""
site-csr-akwa,CSR Akwa,other,akwa,Damas,Ituri,1,1,FALSE,FALSE,FALSE,,""
site-csr-amadi,CSR Amadi,other,amadi,Poko,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-csr-bunia-cite,CSR Bunia-cité,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_name_subset;possible_spelling_variant
site-csr-carl-beker,CSR CARL BEKER,other,csr carl beker,"","",1,1,FALSE,FALSE,FALSE,,""
site-csr-foyer,CSR Foyer,other,csr foyer,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
site-csr-kalivuli,CSR Kalivuli,other,kalivuli,"",Ituri,1,1,FALSE,FALSE,TRUE,,""
site-csr-kembisa,CSR Kembisa,other,kembisa,Poko,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-csr-limba,CSR Limba,other,limba,Viadana,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-csr-lombale,CSR Lombale,other,lombale,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
site-csr-matete,CSR Matete,other,matete,Mangobo,Tshopo,1,1,FALSE,FALSE,TRUE,,possible_spelling_variant
site-csr-nyangaray,CSR Nyangaray,other,nyangaray,Bambu,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-csr-rubi-lisanga,CSR Rubi Lisanga,other,rubi lisanga,Buta,Bas-Uele,1,1,FALSE,FALSE,TRUE,,possible_spelling_variant
site-csr-rvd-mokili,CSR Rvd Mokili,other,csr rvd mokili,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
site-csr-shari,CSR Shari,other,shari,"","",1,1,FALSE,FALSE,TRUE,,""
site-csr-st-joseph,CSR St Joseph,other,st joseph,"",Tshopo,1,1,FALSE,FALSE,TRUE,,""
site-csr-zengo,CSR Zengo,other,zengo,Bambu,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-disp-nya-kalunga-makuha,Disp Nya Kalunga Makuha,other,disp nya kalunga makuha,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-dispensaire-bora-uzima,Dispensaire Bora Uzima,other,dispensaire bora uzima,Beni,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-dispensaire-charite,Dispensaire la Charité,other,dispensaire charite,"","",1,1,FALSE,FALSE,FALSE,,""
site-dispensaire-espoir,Dispensaire de l’Espoir,other,dispensaire espoir,Beni,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-dispensaire-felicite,dispensaire Félicité,other,dispensaire felicite,Katwa,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-dispensaire-fonarev,dispensaire FONAREV,other,dispensaire fonarev,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
site-dispensaire-imani-bora,Dispensaire Imani Bora,other,dispensaire imani bora,Beni,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-dispensaire-katoka,Dispensaire Katoka,other,katoka,Beni,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-dispensaire-mavondo,Dispensaire Mavondo,other,katwa,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-dispensaire-mumole,dispensaire Mumole,other,mumole,Kyondo,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-dispensaire-pids,dispensaire PIDS,other,mangote,"",Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-dispensaire-sagesse-divine,dispensaire Sagesse Divine,other,dispensaire sagesse divine,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-dispensaire-sifa,dispensaire Sifa,other,sifa,"",Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-dispensaire-soins-traditionnels-kiheri,Dispensaire de soins traditionnels Kiheri,other,dispensaire soins traditionnels kiheri,Musienene,"",1,1,FALSE,FALSE,FALSE,,""
site-dispensaire-tuha,Dispensaire Tuha,other,tuha,Beni,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-dispensaire-virunga,dispensaire Virunga,other,virunga,Karisimbi,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-dispensaires-guerison-divine,dispensaires Guérison Divine,other,dispensaires guerison divine,Beni,Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-dispensaires-lukogho,dispensaires Lukogho,other,dispensaires lukogho,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-ess-kalagane,ESS Kalagane,other,kalagane,Nyantende,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_name_subset
site-grace-dieu,la Grâce de Dieu,other,grace dieu,"",Ituri,1,1,FALSE,TRUE,TRUE,,""
site-hgr-aru,HGR/Aru,other,aru,Aru,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_same_site
site-hgr-cinquantenaire,HGR Cinquantenaire,other,cinquantenaire,Makiso Kisangani,Tshopo,1,1,FALSE,FALSE,TRUE,,possible_host_variant
site-hgr-kabondo,HGR Kabondo,other,kabondo,Kabondo,Tshopo,1,1,FALSE,FALSE,TRUE,,""
site-hgr-likati,HGR de Likati,other,likati,Likati,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-hgr-logo,HGR de la Zone de Santé de Logo,other,logo,Logo,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_same_host
site-hgr-lolwa,HGR LOLWA,other,lolwa,Lolwa,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-hgr-matanda,HGR Matanda,other,matanda,"","",1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_name_subset;possible_spelling_variant
site-hgr-mogbwalu,HGR Mogbwalu,other,mongbwalu,Mongbwalu,Ituri,1,1,FALSE,FALSE,TRUE,,possible_spelling_variant
site-hgr-mongbwalu,HGR de Mongbwalu,other,mongbwalu,Mongbwalu,Ituri,1,1,FALSE,FALSE,TRUE,,possible_same_site;possible_spelling_variant
site-hgr-nundu,HGR Nundu,other,nundu,Nundu,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-hgr-nyankunde,HGR/Nyankunde,other,nyankunde,Nyankunde,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_same_site
site-hgr-zs-ganga,HGR de la ZS de Ganga,other,ganga,Ganga,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-hgr-zs-nizi,HGR de la ZS de Nizi,other,nizi,Nizi,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-hgr-zs-oicha,HGR de la ZS d’Oicha,other,zs oicha,Oicha,"",1,1,FALSE,FALSE,FALSE,,""
site-hgro,HGRO,other,tenambo,Oïcha,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-hopital-general-logo,Hôpital général de Logo,other,logo,Logo,Ituri,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_same_host
site-hopital-general-reference-buta,hôpital général de référence de Buta,other,buta,Buta,Bas-Uele,1,1,FALSE,FALSE,TRUE,,""
site-hopital-lengabo,hôpital de LENGABO,other,lengabo,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-hopital-matanda,hôpital Matanda,other,matanda,"",Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_host_variant;possible_name_subset;possible_same_site
site-hopital-militaire-mambangu,Hôpital militaire de Mambangu,other,mambangu,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-hopital-militaire-muhumba,Hopital Militaire de Muhumba,other,muhumba,Kaziba,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-hsr-matanda,HSR Matanda,other,matanda,Butembo,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,possible_name_subset;possible_spelling_variant
site-isolement-hgr-ps-heritage,isolement HGR PS Heritage,other,nizi,Nizi,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-jesus-est-sauveur-cbca,JESUS EST SAUVEUR CBCA,other,jesus est sauveur cbca,"","",1,1,FALSE,FALSE,FALSE,,""
site-kalagane,Kalagane,other,kalagane,"","",1,1,FALSE,TRUE,TRUE,,possible_host_variant;possible_name_subset
site-kami,KAMI,other,kami,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-logo-angumu,Logo Angumu,other,logo angumu,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-maternite-clinique-elikya-mere-enfant,Maternité de Clinique Elikya Mère-enfant,other,rwampara,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-morgue-balidja,Morgue BALIDJA,other,morgue balidja,Rwampara,Ituri,1,1,FALSE,FALSE,FALSE,,""
site-morgue-ngalika,morgue de Ngalika,other,ngalika,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-morgue-rekapi,morgue REKAPI,other,kisangani,Makiso Kisangani,Tshopo,1,1,FALSE,FALSE,TRUE,,""
site-mta-ouragan,MTA OURAGAN,other,kihinga,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-orphelinat-saint-nicolas,orphelinat Saint-Nicolas,other,bankoko,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-pavillon-militaire-hgr-makiso-kisangani,pavillon militaire de l’HGR Makiso-Kisangani,other,makiso kisangani,Makiso Kisangani,Tshopo,1,1,FALSE,FALSE,TRUE,,possible_name_subset
site-pekis,PEKIS,other,pekis,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
site-polyclinique-limbi-angaika,Polyclinique Limbi Angaika,other,limbi angaika,"","",1,1,FALSE,FALSE,FALSE,,""
site-polyclinique-millenaire,Polyclinique Millénaire,other,poly millenaire,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
site-poste-sante-3e-zone-defense,poste de santé de la 3e Zone de Défense,other,makiso kis,"",Tshopo,1,1,FALSE,FALSE,FALSE,,""
site-poste-sante-nzinzi,Poste de Santé Nzinzi,other,nzinzi,Katana,Sud-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-poste-sante-victoire,Poste de Santé la Victoire,other,victoire,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-prison-centrale,Prison centrale,other,prison centrale,"",Tshopo,1,1,FALSE,TRUE,TRUE,,""
site-ps-arche-noe,PS Arche de Noé,other,ps arche noe,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-ps-baraka,PS Baraka,other,ps baraka,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-ps-benedicte,PS Benedicte,other,ps benedicte,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-ps-benjamine,PS Benjamine,other,benjamine,"","",1,1,FALSE,FALSE,TRUE,,""
site-ps-bora-uzima,PS Bora Uzima,other,ps bora uzima,"","",1,1,FALSE,FALSE,FALSE,,possible_spelling_variant
site-ps-espoir,PS Espoir,other,rwampara,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-ps-guerison,PS Guerison,other,guerison,"","",1,1,FALSE,FALSE,TRUE,,""
site-ps-jules,PS JULES,other,ps jules,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-ps-maman-mwilu,PS Maman mwilu,other,maman mwilu,"","",1,1,FALSE,FALSE,TRUE,,""
site-ps-rapha,PS rapha,other,rapha,"","",1,1,FALSE,FALSE,TRUE,,""
site-ps-sagesse,PS la sagesse,other,sagesse,"","",1,1,FALSE,FALSE,FALSE,,""
site-ps-seule-fois-sauve,PS seule la fois sauve,other,ps seule fois sauve,"",Ituri,1,1,FALSE,FALSE,FALSE,,""
site-ps-siloe,PS Siloe,other,ps siloe,"","",1,1,FALSE,FALSE,FALSE,,""
site-ps-solution,PS la Solution,other,rwampara,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-ps-tuluza,PS Tuluza,other,tuluza,"","",1,1,FALSE,FALSE,FALSE,,""
site-ps-tumaini,PS Tumaini,other,rwampara,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-ps-uhuru,PS Uhuru,other,ps uhuru,"","",1,1,FALSE,FALSE,FALSE,,""
site-ps-uponyadji,PS Uponyadji,other,rwampara,Rwampara,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-ps-yesu-ni-jibu,PS Yesu ni Jibu,other,ps yesu ni jibu,"","",1,1,FALSE,FALSE,FALSE,,""
site-psa-tout-est-grace,PSA Tout est grace,other,psa tout est grace,"","",1,1,FALSE,FALSE,FALSE,,""
site-simbiliambo,Simbiliambo,other,bunia,Bunia,Ituri,1,1,FALSE,FALSE,TRUE,,possible_spelling_variant
site-site-transit-refugies,site de transit des réfugiés,other,site transit refugies,"","",1,1,FALSE,FALSE,FALSE,,""
site-solferino,Solferino,other,solferino,"",Nord-Kivu,1,1,FALSE,FALSE,FALSE,,""
site-source-vie,Source de Vie,other,katwa,Katwa,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-tente-hgr-nizi,tente de l’HGR Nizi,other,nizi,Nizi,Ituri,1,1,FALSE,FALSE,TRUE,,""
site-tm-green-world-hospi,TM green World Hospi,other,tm green world hospi,"","",1,1,FALSE,FALSE,FALSE,,""
site-top-sante,Top Santé,other,top sante,Bunia,"",1,1,FALSE,FALSE,FALSE,,""
site-ucbc,UCBC,other,beni,Beni,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
site-unite-triage-hgr-vuhovi,unité de triage de l’HGR Vuhovi,other,vuhovi,Vuhovi,Nord-Kivu,1,1,FALSE,FALSE,TRUE,,""
