facility_id,facility_name,site_kind,place_key,health_zone,province,opened_after,opened_by,opened_midpoint,interval_days,basis,censoring,explanation,date_first_mentioned,first_mention_after_gap,date_last_mentioned,status_latest,beds_latest,n_sitreps,n_events,flags,aliases,first_service,announced,last_not_open
site-cs-ngalika,CS Ngalika,other,ngalika,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-24,FALSE,2026-08-24,mention_only,,1,1,"",CS Ngalika,,,
site-cs-ngamau,CS Ngamau,other,ngamau,Mongbwalu,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-30,FALSE,2026-05-30,mention_only,,1,1,"",CS Ngamau,,,
site-cs-ngona,CS Ngona,other,ngona,Rwampara,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-31,FALSE,2026-05-31,mention_only,,1,1,"",CS Ngona,,,
site-cs-nyakasanza,CS Nyakasanza,other,nyakasanza,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-08,FALSE,2026-06-08,mention_only,,1,1,"",CS Nyakasanza,,,
site-cs-nyakero,CS Nyakero,other,nyakero,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-01,FALSE,2026-07-01,mention_only,,1,1,"",CS Nyakero,,,
site-cs-nyakunde,CS Nyakunde,other,nyakunde,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-26,FALSE,2026-08-29,mention_only,,4,4,possible_host_variant,CS Nyakunde,,,
site-cs-papa-freddy,CS Papa Freddy,other,papa freddy,Tshopo,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-15,FALSE,2026-08-19,mention_only,,3,3,"",CS Papa Freddy,,,
site-cs-plutot,CS plutôt,other,plutot,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-08,FALSE,2026-06-08,mention_only,,1,1,"",CS plutôt,,,
site-cs-poli-frontiere,CS Poli de frontiere,other,poli frontiere,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-01,FALSE,2026-07-01,mention_only,,1,1,"",CS Poli de frontiere,,,
site-cs-reference-rubi-lisanga,CS de référence de Rubi Lisanga,other,rubi lisanga,Buta,Bas-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-10,FALSE,2026-09-10,closed,,1,1,"",CS de référence de Rubi Lisanga,,,
site-cs-rubi-lisanga,CS Rubi-Lisanga,other,rubi lisanga,Buta,Bas-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-18,FALSE,2026-08-18,mention_only,,1,1,possible_spelling_variant,CS Rubi-Lisanga,,,
site-cs-ruwenzori,CS Ruwenzori,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-17,FALSE,2026-08-21,mention_only,,2,2,possible_host_variant;possible_spelling_variant,CS Ruwenzori,,,
site-cs-rwamapara,CS Rwamapara,other,rwamapara,Rwamapara,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-27,FALSE,2026-05-28,mention_only,,2,2,possible_spelling_variant,CS Rwamapara,,,
site-cs-rwambuzi,CS Rwambuzi,other,rwambuzi,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-05,FALSE,2026-06-05,mention_only,,1,1,possible_host_variant,CS Rwambuzi,,,
site-cs-rwampara,CS Rwampara,other,rwampara,Mongbwalu,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-20,FALSE,2026-05-21,mention_only,,3,3,possible_host_variant;possible_spelling_variant,CS Rwampara,,,
site-cs-rwankole,CS Rwankole,other,rwankole,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-30,TRUE,2026-07-30,mention_only,,1,1,possible_host_variant;possible_spelling_variant,CS Rwankole,,,
site-cs-saint-luc,CS Saint-Luc,other,saint luc,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-03,FALSE,2026-08-03,mention_only,,1,1,"",CS Saint-Luc,,,
site-cs-saint-pierre,CS Saint-Pierre,other,saint pierre,Makiso Kisangani,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-10,FALSE,2026-09-10,mention_only,,1,1,"",CS Saint-Pierre,,,
site-cs-salama,CS SALAMA,other,salama,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-18,FALSE,2026-07-18,mention_only,,1,1,possible_host_variant,CS SALAMA,,,
site-cs-segama,CS Segama,other,segama,Mangobo,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-21,FALSE,2026-08-21,mention_only,,1,1,"",CS Segama,,,
site-cs-shamamba,CS Shamamba,other,shamamba,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-07,FALSE,2026-09-07,mention_only,,1,1,"",CS Shamamba,,,
site-cs-sncc,CS SNCC,other,sncc,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-05,FALSE,2026-08-05,mention_only,,1,1,"",CS SNCC,,,
site-cs-sommet,CS le Sommet,other,sommet,Bunia,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-30,FALSE,2026-05-30,mention_only,,1,1,"",CS le Sommet,,,
site-cs-tchudja,CS Tchudja,other,tchudja,Bambu,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-05,FALSE,2026-06-05,mention_only,,1,1,"",CS Tchudja,,,
site-cs-tchunga,CS Tchunga,other,tchunga,Mongbwalu,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-20,FALSE,2026-05-30,mention_only,,4,4,"",CS Tchunga,,,
site-cs-tely,CS Tely,other,tely,Isiro,Haut-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-14,FALSE,2026-08-15,mention_only,,2,2,"",CS Tely,,,
site-cs-tsili,CS Tsili,other,tsili,Bambu,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-05,FALSE,2026-06-05,mention_only,,1,1,"",CS Tsili,,,
site-cs-tuluba,CS Tuluba,other,tuluba,Isiro,Haut-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-30,TRUE,2026-08-15,mention_only,,3,3,"",CS Tuluba,,,
site-cs-tuungane,CS TUUNGANE,other,beni,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-07,FALSE,2026-07-07,mention_only,,1,1,"",CS TUUNGANE,,,
site-cs-uponyaji,CS Uponyaji,other,uponyaji,Mongbwalu,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-20,FALSE,2026-05-21,mention_only,,3,3,"",CS Uponyaji,,,
site-cs-vighole,CS Vighole,other,katwa,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-04,FALSE,2026-08-04,mention_only,,1,1,"",CS Vighole,,,
site-cs-vuhika,CS Vuhika,other,vuhika,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-06,FALSE,2026-06-06,mention_only,,1,1,"",CS Vuhika,,,
site-cs-vungba,CS Vungba,other,vungba,Viadana,Bas-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-03,FALSE,2026-09-03,mention_only,,1,1,"",CS Vungba,,,
site-cs-vutike,CS Vutike,other,butembo,Butembo,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-27,FALSE,2026-07-27,mention_only,,1,1,"",CS Vutike,,,
site-cs-yedi,CS Yedi,other,yedi,Mongbwalu,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-30,FALSE,2026-05-30,mention_only,,1,1,"",CS Yedi,,,
site-csr-akwa,CSR Akwa,other,akwa,Damas,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-03,FALSE,2026-07-03,mention_only,,1,1,"",CSR Akwa,,,
site-csr-amadi,CSR Amadi,other,amadi,Poko,Bas-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-04,FALSE,2026-09-04,mention_only,,1,1,"",CSR Amadi,,,
site-csr-bunia-cite,CSR Bunia-cité,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-22,FALSE,2026-05-22,mention_only,,1,1,possible_spelling_variant,CSR Bunia-cité,,,
site-csr-carl-beker,CSR CARL BEKER,other,csr carl beker,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-24,FALSE,2026-06-24,mention_only,,1,1,"",CSR CARL BEKER,,,
site-csr-foyer,CSR Foyer,other,csr foyer,"",Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-21,FALSE,2026-08-21,mention_only,,1,1,"",CSR Foyer,,,
site-csr-kalivuli,CSR Kalivuli,other,kalivuli,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-03,FALSE,2026-07-03,mention_only,,1,1,"",CSR Kalivuli,,,
site-csr-kembisa,CSR Kembisa,other,kembisa,Poko,Bas-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-04,FALSE,2026-09-04,mention_only,,1,1,"",CSR Kembisa,,,
site-csr-lembabo,CSR Lembabo,other,lembabo,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-23,FALSE,2026-06-30,mention_only,,3,3,possible_spelling_variant,CSR Lembabo; CSR LEMBABO,,,
site-csr-limba,CSR Limba,other,limba,Viadana,Bas-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-03,FALSE,2026-09-03,mention_only,,1,1,"",CSR Limba,,,
site-csr-lombale,CSR Lombale,other,lombale,"",Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-30,FALSE,2026-08-30,mention_only,,1,1,"",CSR Lombale,,,
site-csr-matete,CSR Matete,other,matete,Mangobo,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-21,FALSE,2026-08-21,mention_only,,1,1,possible_spelling_variant,CSR Matete,,,
site-csr-nyangaray,CSR Nyangaray,other,nyangaray,Bambu,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-05,FALSE,2026-06-05,mention_only,,1,1,"",CSR Nyangaray,,,
site-csr-rubi-lisanga,CSR Rubi Lisanga,other,rubi lisanga,Buta,Bas-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-04,FALSE,2026-09-04,mention_only,,1,1,possible_spelling_variant,CSR Rubi Lisanga,,,
site-csr-rvd-mokili,CSR Rvd Mokili,other,csr rvd mokili,"",Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-22,FALSE,2026-07-22,mention_only,,1,1,"",CSR Rvd Mokili,,,
site-csr-shari,CSR Shari,other,shari,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-18,FALSE,2026-06-18,mention_only,,1,1,"",CSR Shari,,,
site-csr-sota,CSR de SOTA,other,sota,Nyankunde,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-19,FALSE,2026-07-03,mention_only,,3,3,"",CSR de SOTA; CSR Sota; CSR SOTA,,,
site-csr-st-joseph,CSR St Joseph,other,st joseph,"",Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-24,FALSE,2026-07-24,mention_only,,1,1,"",CSR St Joseph,,,
site-csr-zengo,CSR Zengo,other,zengo,Bambu,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-05,FALSE,2026-06-05,mention_only,,1,1,"",CSR Zengo,,,
site-cug,CUG,other,cug,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-03,FALSE,2026-08-04,mention_only,,2,2,"",CUG,,,
site-damas,Damas,other,damas,Damas,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-04,FALSE,2026-06-04,mention_only,,1,1,"",Damas,,,
site-dele,DELE,other,dele,Rwampara,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-19,FALSE,2026-05-19,mention_only,,1,1,"",DELE,,,
site-disp-nya-kalunga-makuha,Disp Nya Kalunga Makuha,other,disp nya kalunga makuha,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-06,FALSE,2026-06-06,mention_only,,1,1,"",Disp Nya Kalunga Makuha,,,
site-dispensaire-afia-bora,"Dispensaire, Afia Bora",other,dispensaire afia bora,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-29,TRUE,2026-06-30,mention_only,,2,2,"","Dispensaire, Afia Bora",,,
site-dispensaire-bora-uzima,Dispensaire Bora Uzima,other,dispensaire bora uzima,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-18,FALSE,2026-06-18,mention_only,,1,1,"",Dispensaire Bora Uzima,,,
site-dispensaire-charite,Dispensaire la Charité,other,dispensaire charite,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-11,FALSE,2026-06-11,mention_only,,1,1,"",Dispensaire la Charité,,,
site-dispensaire-espoir,Dispensaire de l’Espoir,other,dispensaire espoir,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-03,FALSE,2026-07-03,mention_only,,1,1,"",Dispensaire de l’Espoir,,,
site-dispensaire-felicite,dispensaire Félicité,other,dispensaire felicite,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-16,FALSE,2026-06-16,mention_only,,1,1,"",dispensaire Félicité,,,
site-dispensaire-fonarev,dispensaire FONAREV,other,dispensaire fonarev,"",Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-31,FALSE,2026-07-31,mention_only,,1,1,"",dispensaire FONAREV,,,
site-dispensaire-imani-bora,Dispensaire Imani Bora,other,dispensaire imani bora,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-03,FALSE,2026-07-03,mention_only,,1,1,"",Dispensaire Imani Bora,,,
site-dispensaire-katoka,Dispensaire Katoka,other,katoka,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-03,FALSE,2026-07-03,mention_only,,1,1,"",Dispensaire Katoka,,,
site-dispensaire-mavondo,Dispensaire Mavondo,other,katwa,Katwa,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-17,FALSE,2026-06-17,mention_only,,1,1,"",Dispensaire Mavondo,,,
site-dispensaire-mumole,dispensaire Mumole,other,mumole,Kyondo,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-23,FALSE,2026-08-23,mention_only,,1,1,"",dispensaire Mumole,,,
site-dispensaire-pids,dispensaire PIDS,other,mangote,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-06,FALSE,2026-09-06,mention_only,,1,1,"",dispensaire PIDS,,,
site-dispensaire-sagesse-divine,dispensaire Sagesse Divine,other,dispensaire sagesse divine,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-14,FALSE,2026-08-14,mention_only,,1,1,"",dispensaire Sagesse Divine,,,
site-dispensaire-sifa,dispensaire Sifa,other,sifa,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-07,FALSE,2026-09-07,mention_only,,1,1,"",dispensaire Sifa,,,
site-dispensaire-soins-traditionnels-kiheri,Dispensaire de soins traditionnels Kiheri,other,dispensaire soins traditionnels kiheri,Musienene,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-10,FALSE,2026-07-10,mention_only,,1,1,"",Dispensaire de soins traditionnels Kiheri,,,
site-dispensaire-tuha,Dispensaire Tuha,other,tuha,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-03,FALSE,2026-07-03,mention_only,,1,1,"",Dispensaire Tuha,,,
site-dispensaire-virunga,dispensaire Virunga,other,virunga,Karisimbi,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-08,FALSE,2026-09-08,mention_only,,1,1,"",dispensaire Virunga,,,
site-dispensaires-guerison-divine,dispensaires Guérison Divine,other,dispensaires guerison divine,Beni,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-05,FALSE,2026-09-05,mention_only,,1,1,"",dispensaires Guérison Divine,,,
site-dispensaires-lukogho,dispensaires Lukogho,other,dispensaires lukogho,"",Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-09,FALSE,2026-09-09,mention_only,,1,1,"",dispensaires Lukogho,,,
site-drodro,Drodro,other,drodro,Drodro,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-04,FALSE,2026-06-04,mention_only,,1,1,"",Drodro,,,
site-ess-kalagane,ESS Kalagane,other,kalagane,Nyantende,Sud-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-08,FALSE,2026-06-08,mention_only,,1,1,possible_host_variant,ESS Kalagane,,,
site-grace-dieu,la Grâce de Dieu,other,grace dieu,"",Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-08,FALSE,2026-06-08,mention_only,,1,1,"",la Grâce de Dieu,,,
site-hc-kisangani,HC de Kisangani,other,kisangani,Makiso Kisangani,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-04,FALSE,2026-08-11,mention_only,,3,3,possible_same_site,HC de Kisangani; HC Kisangani,,,
site-hgr-aru,HGR/Aru,other,aru,Aru,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-27,TRUE,2026-06-27,mention_only,,1,1,possible_host_variant;possible_same_site,HGR/Aru,,,
site-hgr-bafwasende,HGR Bafwasende,other,bafwasende,Bafwasende,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-30,FALSE,2026-09-02,mention_only,,3,3,"",HGR Bafwasende,,,
site-hgr-bunia,HGR-Bunia,other,bunia,Bunia,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-20,FALSE,2026-06-04,mention_only,,7,7,possible_host_variant;possible_same_site,HGR-Bunia,,,
site-hgr-cinquantenaire,HGR Cinquantenaire,other,cinquantenaire,Makiso Kisangani,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-16,FALSE,2026-08-16,mention_only,,1,1,possible_host_variant,HGR Cinquantenaire,,,
site-hgr-kabondo,HGR Kabondo,other,kabondo,Kabondo,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-03,FALSE,2026-09-03,mention_only,,1,1,"",HGR Kabondo,,,
site-hgr-kyondo,HGR de Kyondo,other,kyondo,Kyondo,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-27,TRUE,2026-08-14,mention_only,,2,2,"",HGR de Kyondo,,,
site-hgr-likati,HGR de Likati,other,likati,Likati,Bas-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-19,FALSE,2026-08-19,mention_only,,1,1,"",HGR de Likati,,,
site-hgr-lita,HGR de Lita,other,lita,Lita,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-24,FALSE,2026-08-15,mention_only,,2,2,"",HGR de Lita; HGR Lita,,,
site-hgr-logo,HGR de la Zone de Santé de Logo,other,logo,Logo,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-17,TRUE,2026-07-17,mention_only,,1,1,possible_host_variant;possible_same_host,HGR de la Zone de Santé de Logo,,,
site-hgr-lolwa,HGR LOLWA,other,lolwa,Lolwa,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-23,FALSE,2026-05-23,mention_only,,1,1,"",HGR LOLWA,,,
site-hgr-makiso,HGR Makiso,other,makiso,Makiso Kisangani,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-23,FALSE,2026-08-24,mention_only,,3,3,possible_same_host,HGR Makiso,,,
site-hgr-mangobo,HGR Mangobo,other,mangobo,Mangobo,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-08-21,FALSE,2026-09-09,mention_only,,2,2,"",HGR Mangobo,,,
site-hgr-matanda,HGR Matanda,other,matanda,"","",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-15,FALSE,2026-06-15,mention_only,,1,1,possible_host_variant;possible_spelling_variant,HGR Matanda,,,
site-hgr-mogbwalu,HGR Mogbwalu,other,mongbwalu,Mongbwalu,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-24,FALSE,2026-05-24,mention_only,,1,1,possible_spelling_variant,HGR Mogbwalu,,,
site-hgr-mongbwalu,HGR de Mongbwalu,other,mongbwalu,Mongbwalu,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-17,FALSE,2026-05-17,mention_only,,1,1,possible_same_site;possible_spelling_variant,HGR de Mongbwalu,,,
site-hgr-mongwalu,HGR-Mongwalu,other,mongwalu,Mongbwalu,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-05-19,FALSE,2026-05-28,mention_only,,3,3,possible_spelling_variant,HGR Mongwalu; HGR-Mongwalu,,,
site-hgr-nundu,HGR Nundu,other,nundu,Nundu,Sud-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-23,FALSE,2026-06-23,mention_only,,1,1,"",HGR Nundu,,,
site-hgr-nyankunde,HGR/Nyankunde,other,nyankunde,Nyankunde,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-27,TRUE,2026-06-27,mention_only,,1,1,possible_host_variant;possible_same_site,HGR/Nyankunde,,,
site-hgr-rwampara,HGR/Rwampara,other,rwampara,Rwampara,Ituri,2026-06-27,,,,"building, never seen open","right censored: not open as of this date, never reported in service","Reported under construction or planned up to 2026-06-27, and never reported holding patients.",2026-05-20,FALSE,2026-06-27,under_construction,,3,3,possible_host_variant;possible_same_site,HGR-Rwampara; HGR/Rwampara,,,2026-06-27
site-hgr-tshopo,HGR Tshopo,other,tshopo,Tshopo,Tshopo,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-23,FALSE,2026-09-09,mention_only,,3,3,"",HGR Tshopo,,,
site-hgr-viadana,HGR de Viadana,other,viadana,Viadana,Bas-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-03,FALSE,2026-09-05,mention_only,,3,3,"",HGR de Viadana; HGR Viadana,,,
site-hgr-virunga,HGR Virunga,other,virunga,Karisimbi,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-02,FALSE,2026-06-13,mention_only,,11,11,"",HGR Virunga,,,
site-hgr-zs-ganga,HGR de la ZS de Ganga,other,ganga,Ganga,Bas-Uele,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-09-02,FALSE,2026-09-02,mention_only,,1,1,"",HGR de la ZS de Ganga,,,
site-hgr-zs-nizi,HGR de la ZS de Nizi,other,nizi,Nizi,Ituri,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-07,FALSE,2026-06-07,mention_only,,1,1,"",HGR de la ZS de Nizi,,,
site-hgr-zs-oicha,HGR de la ZS d’Oicha,other,zs oicha,Oicha,"",,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-06-23,FALSE,2026-06-23,mention_only,,1,1,"",HGR de la ZS d’Oicha,,,
site-hgro,HGRO,other,tenambo,Oïcha,Nord-Kivu,,,,,no opening evidence,"uninformative: named, but never reported open or building","Named by a report, but nothing says it was built or in use.",2026-07-06,FALSE,2026-07-06,mention_only,,1,1,"",HGRO,,,
