label_key,role,topic,topic_suggested,kind,n_appearances,n_reports,first_sitrep,last_sitrep,has_series,still_reported,cluster,n_in_cluster,first_date,last_date,example_caption,example_raw
raison de non vus jamais vus,indicator,"","",column,6,6,5,9,TRUE,FALSE,raison de non vus jamais vus,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Raison de non vus Jamais vus
raison de non vus refus,indicator,"","",column,6,6,5,9,TRUE,FALSE,raison de non vus refus,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Raison de non vus Refus
raison de non vus déplacés,indicator,"","",column,6,6,5,9,TRUE,FALSE,raison de non vus deplaces,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Raison de non vus Déplacés
raison de non vus reco n'est pas passé,indicator,"",community,column,6,6,5,9,TRUE,FALSE,raison de non vus reco nest pas passe,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Raison de non vus Reco n'est pas passé
zones de santé avec cas confirmés,indicator,"",cases,column,6,6,6,10,TRUE,FALSE,zones de sante avec cas confirmes,1,2026-05-20,2026-05-24,Tableau I. Répartition des cas et décès confirmés par zone de santé dans les provinces touchées en date du 23/05/2026,Zones de santé avec cas confirmés
hgr mongbwalu,indicator,"","",column,6,6,6,17,TRUE,FALSE,hgr mongbwalu,1,2026-05-20,2026-05-31,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,HGR MONGBWALU
hgr nyankunde,indicator,"","",column,6,6,6,17,TRUE,FALSE,hgr nyankunde,2,2026-05-20,2026-05-31,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,HGR NYANKUNDE
sorties non cas,indicator,"",cases,row_label,6,6,6,14,TRUE,FALSE,sorties non cas,3,2026-05-20,2026-05-28,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,Sorties Non Cas
sorties,indicator,"",treatment,row_label,6,1,7,7,FALSE,FALSE,sorties,1,2026-05-21,2026-05-21,Tableau VI. Mouvement des malades dans les établissements de soins en date du 21 mai 2026,Sorties
contacts listés,indicator,"",contacts,row_label,6,6,13,18,TRUE,FALSE,contacts listes,1,2026-05-27,2026-06-01,Surveillance aux Points d'Entrée et Points de Contrôle (PoE/PoC),Contacts listés
nombre d’alertes validées,indicator,"",alerts,row_label,6,6,22,27,TRUE,FALSE,nombre dalertes validees,2,2026-06-05,2026-06-10,Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) du 07 juin 2026,Nombre d’alertes validées
résultats de laboratoire ayant été annoncé,indicator,"",laboratory,row_label,6,6,26,32,TRUE,FALSE,resultats de laboratoire ayant ete annonces,2,2026-06-09,2026-06-15,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 09 juin 2026,Résultats de laboratoire ayant été annoncé
% d’alertes investiguées ou corps sans vie swabé dans 24h,indicator,"",alerts,row_label,6,6,28,34,TRUE,FALSE,dalertes investiguees ou corps sans vie swabe dans 24h,1,2026-06-11,2026-06-17,"Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 11 juin 2026",% d’alertes investiguées ou corps sans vie swabé dans 24h
nombre de contacts devenus suspects n,indicator,"",contacts,column,6,6,53,58,TRUE,FALSE,nombre de contacts devenus suspects n,4,2026-07-06,2026-07-11,Tableau 5. Suivi des contacts des cas confirmés (2) au 06 juillet 2026,Nombre de contacts devenus suspects n
nombre de contacts devenus suspects %,indicator,"",contacts,column,6,6,53,58,TRUE,FALSE,nombre de contacts devenus suspects n,4,2026-07-06,2026-07-11,Tableau 5. Suivi des contacts des cas confirmés (2) au 06 juillet 2026,Nombre de contacts devenus suspects %
valeur,indicator,"","",column,5,3,1,18,FALSE,FALSE,valeur,1,2026-05-14,2026-06-01,Indicateurs laboratoire (24h du 31 mai 2026),Valeur
nyankunde,indicator,"","",column+row_label,5,4,4,7,FALSE,FALSE,nyankunde,1,2026-05-19,2026-05-21,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Nyankunde
total non vus,indicator,"","",column,5,5,5,9,TRUE,FALSE,total non vus,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Total non vus
reste à suivre le jour suivant,indicator,"","",column,5,5,5,9,TRUE,FALSE,reste a suivre le jour suivant,1,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 20 mai 2026,Reste à suivre le jour suivant
suivi des alertes,indicator,"",alerts,column,5,3,6,7,FALSE,FALSE,suivi des alertes,1,2026-05-20,2026-05-21,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Suivi des alertes
total lavage de mains,indicator,"",ipc_wash,column,5,5,6,9,TRUE,FALSE,total lavage de mains,1,2026-05-20,2026-05-23,Tableau V. Synthèse de données (PoE/PoC) du 20/05/2026,Total lavage de mains
tot alertes,indicator,"",alerts,column,5,5,6,9,TRUE,FALSE,total alertes,2,2026-05-20,2026-05-23,Tableau V. Synthèse de données (PoE/PoC) du 20/05/2026,Tot alertes
tot refus lavage mains,indicator,"",ipc_wash,column,5,5,6,9,TRUE,FALSE,tot refus lavage mains,1,2026-05-20,2026-05-23,Tableau V. Synthèse de données (PoE/PoC) du 20/05/2026,Tot refus Lavage mains
tot refus screening,indicator,"","",column,5,5,6,9,TRUE,FALSE,tot refus screening,1,2026-05-20,2026-05-23,Tableau V. Synthèse de données (PoE/PoC) du 20/05/2026,Tot refus screening
report,indicator,"","",row_label,5,5,6,14,TRUE,FALSE,report,1,2026-05-20,2026-05-28,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,Report
natures d'échant sang,indicator,"","",column,5,3,7,9,FALSE,FALSE,natures dechant sang,1,2026-05-21,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Natures d'échant Sang
natures d'échant swab,indicator,"",death_surveil,column,5,3,7,9,FALSE,FALSE,natures dechant swab,1,2026-05-21,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Natures d'échant Swab
hgr bunia,indicator,"","",column,5,5,7,17,TRUE,FALSE,hgr bunia,1,2026-05-21,2026-05-31,Tableau VI. Mouvement des malades dans les établissements de soins en date du 21 mai 2026,HGR Bunia
proportion des nouveaux cas confirmés ayant bénéficié d'interventions smsps,indicator,"",cases,row_label,5,5,21,25,TRUE,FALSE,proportion des nouveaux cas confirmes ayant beneficie dinterventions smsps,1,2026-06-04,2026-06-08,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 07 juin 2026,Proportion des Nouveaux cas confirmés ayant bénéficié d'interventions SMSPS
proportion des cas confirmés en cours de suivi ayant bénéficié d'interventions smsps,indicator,"",cases,row_label,5,5,21,25,TRUE,FALSE,proportion des cas confirmes en cours de suivi ayant beneficie dinterventions smsps,1,2026-06-04,2026-06-08,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 07 juin 2026,Proportion des cas confirmés en cours de suivi ayant bénéficié d'interventions SMSPS
proportion nouveaux cas suspects ayant bénéficié d'interventions smsps,indicator,"",cases,row_label,5,5,21,25,TRUE,FALSE,proportion nouveaux cas suspects ayant beneficie dinterventions smsps,1,2026-06-04,2026-06-08,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 07 juin 2026,Proportion Nouveaux cas suspects ayant bénéficié d'interventions SMSPS
proportion cas suspects en cours de suivi ayant bénéficié d'interventions smsps,indicator,"",cases,row_label,5,5,21,25,TRUE,FALSE,proportion cas suspects en cours de suivi ayant beneficie dinterventions smsps,1,2026-06-04,2026-06-08,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 07 juin 2026,Proportion cas suspects en cours de suivi ayant bénéficié d'interventions SMSPS
proportion résultats de laboratoire ayant été annoncé,indicator,"",laboratory,row_label,5,5,21,25,TRUE,FALSE,proportion resultats de laboratoire ayant ete annonce,1,2026-06-04,2026-06-08,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 07 juin 2026,Proportion Résultats de laboratoire ayant été annoncé
proportion enfants séparés en crèche ayant bénéficié d'interventions smsps,indicator,"",psychosocial,row_label,5,5,21,25,TRUE,FALSE,proportion enfants separes en creche ayant beneficie dinterventions smsps,1,2026-06-04,2026-06-08,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 07 juin 2026,Proportion Enfants séparés en crèche ayant bénéficié d'interventions SMSPS
proportion enfants séparés en communauté ayant bénéficié d'interventions smsps,indicator,"",psychosocial,row_label,5,5,21,25,TRUE,FALSE,proportion enfants separes en communaute ayant beneficie dinterventions smsps,1,2026-06-04,2026-06-08,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 07 juin 2026,Proportion Enfants séparés en communauté ayant bénéficié d'interventions SMSPS
nb des ménages et communautés ayant bénéficié d'interventions smsps,indicator,"",psychosocial,row_label,5,5,21,25,TRUE,FALSE,nb des menages et communautes ayant beneficie dinterventions smsps,1,2026-06-04,2026-06-08,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 07 juin 2026,Nb des ménages et communautés ayant bénéficié d'interventions SMSPS
proportion des malades ayant bénéficié des kit de dignité au cte,indicator,"",treatment,row_label,5,5,21,25,TRUE,FALSE,proportion des malades ayant beneficie des kit de dignite au cte,1,2026-06-04,2026-06-08,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 07 juin 2026,Proportion des malades ayant bénéficié des Kit de dignité au CTE
patients en isolement (fin j) dont suspects,indicator,"",treatment,row_label,5,5,28,78,TRUE,FALSE,patients en isolement  fin j  dont suspects,1,2026-06-11,2026-07-31,Tableau 7. Mouvement des patients dans les établissements de soins (CTE/CT/CI) au 05 juillet 2026,Patients en isolement (Fin J) dont suspects
décès confirmés,indicator,"",cases,column,4,4,1,48,FALSE,FALSE,deces  confirmes,3,2026-05-14,2026-07-01,Tableau 1 : Répartition des cas et décès confirmés par province touchée en date du 01 juillet 2026.,Décès confirmés
nbre de décès suspects,indicator,"",cases,column,4,4,4,6,FALSE,FALSE,nbre de deces suspects,3,2026-05-19,2026-05-20,Tableau I : Répartition des cas et décès confirmés et probables de maladie à virus Ebola dans les zones de santé de la DPS Ituri et Nord-Kivu au 18 mai 2026*,Nbre de décès suspects
bunia,indicator,"","",column+row_label,4,4,4,7,FALSE,FALSE,bunia,1,2026-05-19,2026-05-21,Tableau II : Situation des alertes du jour dans les zones de santé de la DPS Ituri au 18 mai 2026,Bunia
nizi,indicator,"","",column+row_label,4,4,4,7,FALSE,FALSE,nizi,1,2026-05-19,2026-05-21,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Nizi
lita,indicator,"","",column+row_label,4,4,4,7,FALSE,FALSE,lita,1,2026-05-19,2026-05-21,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Lita
bambu,indicator,"","",column+row_label,4,4,4,7,FALSE,FALSE,bambu,1,2026-05-19,2026-05-21,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Bambu
fataki,indicator,"","",column+row_label,4,4,4,7,FALSE,FALSE,fataki,1,2026-05-19,2026-05-21,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Fataki
suivi journalier nouveaux contacts,indicator,"",contacts,column,4,4,5,9,FALSE,FALSE,suivi journalier nouveaux contacts,2,2026-05-19,2026-05-23,Tableau III. Récapitulatif de l’identification et suivi de contacts à la date du 21 mai 2026,Suivi journalier Nouveaux contacts le 19/05/2026
tot v passées,indicator,"","",column,4,4,6,8,FALSE,FALSE,tot v passees,1,2026-05-20,2026-05-22,Tableau V. Synthèse de données (PoE/PoC) du 20/05/2026,Tot v passées
tot v screenés,indicator,"","",column,4,4,6,8,FALSE,FALSE,tot v screenes,1,2026-05-20,2026-05-22,Tableau V. Synthèse de données (PoE/PoC) du 20/05/2026,Tot v screenés
tot v sensiblisés,indicator,"","",column,4,4,6,8,FALSE,FALSE,tot v sensiblises,1,2026-05-20,2026-05-22,Tableau V. Synthèse de données (PoE/PoC) du 20/05/2026,Tot v sensiblisés
sorties transférés à hgr,indicator,"",treatment,row_label,4,4,6,10,FALSE,FALSE,sorties transferes a lhgr,3,2026-05-20,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,Sorties Transférés à HGR
nombre échantillons testés,indicator,"",laboratory,column,4,3,7,9,FALSE,FALSE,nombre echantillons testes,1,2026-05-21,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Nombre échantillons testés
positifs sang,indicator,"",laboratory,column,4,3,7,9,FALSE,FALSE,positifs sang,1,2026-05-21,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Positifs Sang
positifs swab,indicator,"",laboratory,column,4,3,7,9,FALSE,FALSE,positifs swab,1,2026-05-21,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Positifs Swab
négatifs sang,indicator,"","",column,4,3,7,9,FALSE,FALSE,negatifs sang,1,2026-05-21,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Négatifs Sang
négatifs swab,indicator,"",death_surveil,column,4,3,7,9,FALSE,FALSE,negatifs swab,1,2026-05-21,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Négatifs Swab
indéterminés sang,indicator,"","",column,4,3,7,9,FALSE,FALSE,indetermines sang,1,2026-05-21,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Indéterminés Sang
indéterminés swab,indicator,"",death_surveil,column,4,3,7,9,FALSE,FALSE,indetermines swab,1,2026-05-21,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Indéterminés Swab
ré prélèvements (contrôle),indicator,"",laboratory,row_label,4,4,8,15,FALSE,FALSE,re prelevements  controle,1,2026-05-22,2026-05-29,Tableau IV. Point sur la situation de laboratoire cumul en date du 28/05/2026,Ré prélèvements (contrôle)
reprévelement,indicator,"","",column,4,2,8,9,FALSE,FALSE,reprevelement,4,2026-05-22,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Reprévelement
nbre de décès suspects*,indicator,"",cases,column,4,4,10,15,FALSE,FALSE,nbre de deces suspects,3,2026-05-24,2026-05-29,"Tableau II. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri, Nord-Kivu et Sud Kivu au 24 mai 2026",Nbre de décès suspects*
hgr rwampara,indicator,"","",column,4,4,10,17,FALSE,FALSE,hgr rwampara,1,2026-05-24,2026-05-31,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,HGR RWAMPARA
cme,indicator,"","",column,4,4,10,17,FALSE,FALSE,cme,1,2026-05-24,2026-05-31,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,CME
hgr bambu,indicator,"","",column,4,4,10,17,FALSE,FALSE,hgr bambu,1,2026-05-24,2026-05-31,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,HGR BAMBU
hgr aru,indicator,"","",column,4,4,10,17,FALSE,FALSE,hgr aru,1,2026-05-24,2026-05-31,Tableau VI. Mouvement des malades dans les établissements de soins en date du 24/05/2026,HGR ARU
indicateurs aux poe/poc,indicator,"",points_of_entry,column,4,4,13,16,FALSE,FALSE,indicateurs aux poe poc,1,2026-05-27,2026-05-30,Tableau III. Synthèse de données au PoE/PoC du 27/05/2026,Indicateurs aux PoE/PoC
voyageurs passés par le poe/poc,indicator,"",points_of_entry,row_label,4,4,13,16,FALSE,FALSE,voyageurs passes par le poe poc,2,2026-05-27,2026-05-30,Tableau III. Synthèse de données au PoE/PoC du 27/05/2026,Voyageurs passés par le PoE/PoC
voyageurs ayant lavés les mains,indicator,"",points_of_entry,row_label,4,4,13,16,FALSE,FALSE,voyageurs ayant laves les mains,2,2026-05-27,2026-05-30,Tableau III. Synthèse de données au PoE/PoC du 27/05/2026,Voyageurs ayant lavés les mains
voyageurs sensibilisés sur la mve,indicator,"",points_of_entry,row_label,4,4,13,16,FALSE,FALSE,voyageurs sensibilises sur la mve,1,2026-05-27,2026-05-30,Tableau III. Synthèse de données au PoE/PoC du 27/05/2026,Voyageurs sensibilisés sur la MVE
taux de positivité,indicator,"","",row_label,4,4,13,48,FALSE,FALSE,taux de positivite,1,2026-05-27,2026-07-01,Tableau IV. Point sur la situation de laboratoire cumul en date du 28/05/2026,Taux de positivité
%des voyageurs sensibilisés,indicator,"",points_of_entry,row_label,4,4,25,28,FALSE,FALSE,des voyageurs sensibilises,2,2026-06-08,2026-06-11,"Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 11 juin 2026",%des voyageurs sensibilisés
% des corps sans vie swabé,indicator,"",death_surveil,row_label,4,4,37,40,FALSE,FALSE,des corps sans vie swabes,2,2026-06-20,2026-06-23,"Tableau 5. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 20 juin 2026",% des corps sans vie swabé
complétude des rapports journaliers,indicator,"",surveillance,row_label,4,4,59,62,FALSE,FALSE,completude des rapports journaliers,1,2026-07-12,2026-07-15,"TABLEAU 6 — SUIVI DES INDICATEURS AUX POINTS D'ENTREE ET POINTS DE CONTROLE (POE/POC), AU 12 JUILLET 2026",Complétude des rapports journaliers
membres des ménages / communautés,indicator,"","",row_label,4,4,59,62,FALSE,FALSE,membres des menages et communautes,2,2026-07-12,2026-07-15,"TABLEAU 8 — INDICATEURS CLES DES ACTIVITES DE SANTE MENTALE ET SOUTIEN PSYCHOSOCIAL (SMSPS), 12 JUILLET 2026",Membres des ménages / communautés
corps sans vie interceptés ce jour,indicator,"",death_surveil,row_label,4,4,80,83,FALSE,FALSE,corps sans vie interceptes ce jour,1,2026-08-02,2026-08-05,TABLEAU 5 — SUIVI DES INDICATEURS AUX POINTS D'ENTREE ET POINTS DE CONTROLE (POE/POC),Corps sans vie interceptés ce jour
contacts à problème interceptés ce jour,indicator,"",contacts,row_label,4,4,80,83,FALSE,FALSE,contacts a probleme interceptes ce jour,1,2026-08-02,2026-08-05,TABLEAU 5 — SUIVI DES INDICATEURS AUX POINTS D'ENTREE ET POINTS DE CONTROLE (POE/POC),Contacts à problème interceptés ce jour
résultats positifs des cas suspects référés,indicator,"",cases,row_label,4,4,80,83,FALSE,FALSE,resultats positifs des cas suspects referes,1,2026-08-02,2026-08-05,TABLEAU 5 — SUIVI DES INDICATEURS AUX POINTS D'ENTREE ET POINTS DE CONTROLE (POE/POC),Résultats positifs des cas suspects référés
nouveaux cas confirmés ayant bénéficié d'interventions,indicator,"",cases,row_label,4,4,80,83,FALSE,FALSE,nouveaux cas confirmes ayant beneficie dinterventions,1,2026-08-02,2026-08-05,TABLEAU 7 — INDICATEURS CLES SMSPS,Nouveaux cas confirmés ayant bénéficié d'interventions
nombre de contacts à problèmes interceptés ce jour,indicator,"",contacts,row_label,4,4,96,99,FALSE,FALSE,nombre des contacts a probleme interceptes ce jour,3,2026-08-18,2026-08-21,"Suivi des indicateurs aux PoE/PoC par province, en date du 18 août 2026",Nombre de contacts à problèmes interceptés ce jour
cas suspects,indicator,"",cases,column,3,3,1,4,FALSE,FALSE,cas suspects,1,2026-05-14,2026-05-19,"",Cas Suspects
zs mongbwalu,indicator,"","",column,3,3,2,9,FALSE,FALSE,zs mongbwalu,1,2026-05-17,2026-05-23,Tableau VI. Mouvement des malades dans les établissements de soins en date du 22/05/2026,ZS Mongbwalu
zs rwampara,indicator,"","",column,3,3,2,9,FALSE,FALSE,zs rwampara,1,2026-05-17,2026-05-23,Tableau VI. Mouvement des malades dans les établissements de soins en date du 22/05/2026,ZS Rwampara
zs bunia,indicator,"","",column,3,3,2,9,FALSE,FALSE,zs bunia,1,2026-05-17,2026-05-23,Tableau VI. Mouvement des malades dans les établissements de soins en date du 22/05/2026,ZS Bunia
nouveaux décès confirmés,indicator,"",cases,column,3,3,5,6,FALSE,FALSE,nouveaux deces confirmes,1,2026-05-19,2026-05-20,Répartition des cas et décès confirmés par zone de santé et Province,Nouveaux décès confirmés
logo,indicator,"","",row_label,3,3,6,7,FALSE,FALSE,logo,1,2026-05-20,2026-05-21,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Logo
aungba,indicator,"","",row_label,3,3,6,7,FALSE,FALSE,aungba,1,2026-05-20,2026-05-21,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Aungba
rethy,indicator,"","",row_label,3,3,6,7,FALSE,FALSE,rethy,1,2026-05-20,2026-05-21,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Rethy
komanda,indicator,"","",row_label,3,3,6,7,FALSE,FALSE,komanda,1,2026-05-20,2026-05-21,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Komanda
mangala,indicator,"","",row_label,3,3,6,7,FALSE,FALSE,mangala,1,2026-05-20,2026-05-21,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Mangala
lolwa,indicator,"","",row_label,3,3,6,7,FALSE,FALSE,lolwa,1,2026-05-20,2026-05-21,Tableau II. Mise à jour de la situation épidémiologique de MVE dans la province d’ITURI au 20/ 05 /2026,Lolwa
total general,indicator,"","",column,3,3,6,8,FALSE,FALSE,total general,2,2026-05-20,2026-05-22,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,TOTAL GENERAL
total en isolement,indicator,"",treatment,row_label,3,3,6,7,FALSE,FALSE,total en isolement,1,2026-05-20,2026-05-21,Tableau VI. Mouvement des malades dans les établissements de soins en date du 20 mai 2026,Total en Isolement
provenance zs,indicator,"","",column,3,1,7,7,FALSE,FALSE,provenance zs,3,2026-05-21,2026-05-21,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Provenance ZS
nouvelles admissions,indicator,"",treatment,row_label,3,1,7,7,FALSE,FALSE,nouvelles admissions,1,2026-05-21,2026-05-21,Tableau VI. Mouvement des malades dans les établissements de soins en date du 21 mai 2026,Nouvelles Admissions
nouvelles admissions du jour ppl,indicator,"",treatment,row_label,3,3,8,10,FALSE,FALSE,nouvelles admissions du jour ppl,1,2026-05-22,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 22/05/2026,Nouvelles Admissions du jour PPL
nouvelles admissions du jour autres,indicator,"",treatment,row_label,3,3,8,10,FALSE,FALSE,nouvelles admissions du jour autres,1,2026-05-22,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 22/05/2026,Nouvelles Admissions du jour Autres
effectif total en isolement,indicator,"",treatment,row_label,3,3,8,10,FALSE,FALSE,effectif total en isolement,1,2026-05-22,2026-05-24,Tableau VI. Mouvement des malades dans les établissements de soins en date du 22/05/2026,Effectif total en isolement
provenance/zs,indicator,"","",column,3,1,9,9,FALSE,FALSE,provenance zs,3,2026-05-23,2026-05-23,REPARTITION DES ECHANTILLONS TESTES AU LABO BUNIA PAR NATURE,Provenance/ZS
nbre de contacts*,indicator,"",contacts,column,3,3,10,13,FALSE,FALSE,nbre de contacts,2,2026-05-24,2026-05-27,"Tableau II. Répartition des cas, décès suspects et confirmés de maladie à virus Ebola dans les zones de santé de la DPS Ituri, Nord-Kivu et Sud Kivu au 24 mai 2026",Nbre de contacts*
échantillons reçus,indicator,"",laboratory,row_label,3,3,13,15,FALSE,FALSE,echantillons recus,1,2026-05-27,2026-05-29,Tableau IV. Point sur la situation de laboratoire cumul en date du 28/05/2026,Échantillons reçus
nbre d’échantillons analysés,indicator,"",laboratory,row_label,3,3,13,15,FALSE,FALSE,nbre dechantillons analyses,1,2026-05-27,2026-05-29,Tableau IV. Point sur la situation de laboratoire cumul en date du 28/05/2026,Nbre d’échantillons analysés
issues,indicator,"","",column,3,3,15,17,FALSE,FALSE,issues,1,2026-05-29,2026-05-31,Tableau II. Mouvement des malades dans les établissements de soins en date du 30/05/2026,ISSUES
nouveaux cas (24h),indicator,"",cases,column,3,3,17,20,FALSE,FALSE,nouveaux cas  24 h,2,2026-05-31,2026-06-03,"",Nouveaux cas (24h)
échantillons collectés,indicator,"",laboratory,row_label,3,3,17,48,FALSE,FALSE,echantillons collectes,1,2026-05-31,2026-07-01,Tableau 4 : Indicateurs laboratoire (01 juillet 2026),Échantillons collectés
échantillons analysés,indicator,"",laboratory,row_label,3,3,17,48,FALSE,FALSE,echantillons analyses,1,2026-05-31,2026-07-01,Tableau 4 : Indicateurs laboratoire (01 juillet 2026),Échantillons analysés
échantillons positifs,indicator,"",laboratory,row_label,3,3,17,48,FALSE,FALSE,echantillons positifs,1,2026-05-31,2026-07-01,Tableau 4 : Indicateurs laboratoire (01 juillet 2026),Échantillons positifs
échantillons en cours d'analyse,indicator,"",laboratory,row_label,3,3,17,48,FALSE,FALSE,echantillons en cours danalyse,1,2026-05-31,2026-07-01,Tableau 4 : Indicateurs laboratoire (01 juillet 2026),Échantillons en cours d'analyse
% refus du screening,indicator,"","",row_label,3,3,22,24,FALSE,FALSE,refus du screening,1,2026-06-05,2026-06-07,Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) du 07 juin 2026,% refus du screening
% des voyageurs ayant lavé le mains,indicator,"",points_of_entry,row_label,3,3,22,24,FALSE,FALSE,des voyageurs ayant lave les mains,4,2026-06-05,2026-06-07,Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) du 07 juin 2026,% des voyageurs ayant lavé le mains
% refus de lavage des mains,indicator,"",ipc_wash,row_label,3,3,22,24,FALSE,FALSE,refus de lavage des mains,1,2026-06-05,2026-06-07,Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) du 07 juin 2026,% refus de lavage des mains
% de résultats disponible dans 24h,indicator,"",laboratory,row_label,3,3,25,30,FALSE,FALSE,de resultats disponibles dans 24h,2,2026-06-08,2026-06-13,"Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province de l’Ituri, en date du 13 juin 2026",% de résultats disponible dans 24h
deces a la notification,indicator,"",cases,column,3,3,48,51,FALSE,FALSE,deces a la notification,1,2026-07-01,2026-07-04,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Deces a la notification
cas confirmes notifies dans 24h,indicator,"",cases,column,3,3,48,51,FALSE,FALSE,cas confirmes notifies dans 24h,1,2026-07-01,2026-07-04,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Cas confirmes notifies dans 24h
deces confirmes parmi les notifies dans 24h,indicator,"",cases,column,3,3,48,51,FALSE,FALSE,deces confirmes parmi les notifies dans 24h,1,2026-07-01,2026-07-04,Tableau 1 : Analyse des décès communautaires et de la létalité hospitalière lors de l'épidémie de maladie à virus Ebola Bundibugyo en RDC au 03 juillet 2026,Deces confirmes parmi les notifies dans 24h
