sitrep,report_date,facility_id,facility_raw,name_status,site_kind,place_key,place_raw,event,event_date,beds,health_zone,province,status_note,evidence_quote,confidence,model
057,2026-07-10,cte-cme,CTE CME,named,treatment_centre,"",CME,operating,,,"",Ituri,Three deaths were recorded among Ebola patients at this facility.,dans les CTE/CT en Ituri (3 au CTE CME,high,agy:gemini-3.1-pro-low
057,2026-07-10,cte-elikya,CTE Elikya,named,treatment_centre,elikya,Elikya,operating,,,Bunia,Ituri,Two deaths were recorded among Ebola patients at this facility.,"3 au CTE CME, 2 au CTE Elikya",high,agy:gemini-3.1-pro-low
057,2026-07-10,cte-hgr-bunia,CTE à l’HGR Bunia,named,treatment_centre,bunia,Bunia,expanded,,,Bunia,Ituri,The extension of the treatment center at this facility was inaugurated.,Inauguration de l’extension CTE à l’HGR Bunia,high,agy:gemini-3.1-pro-low
057,2026-07-10,cte-hgr-bunia,CTE HGR Bunia,named,treatment_centre,bunia,Bunia,operating,,,Bunia,Ituri,Infection prevention and control supplies were delivered to the facility.,ainsi qu’au CTE HGR Bunia.,high,agy:gemini-3.1-pro-low
057,2026-07-10,cte-istm,CTE ISTM,named,treatment_centre,"",ISTM,operating,,,"",Ituri,One death was recorded among Ebola patients at this facility.,"1 au CTE Bunia, 1 au CTE ISTM",high,agy:gemini-3.1-pro-low
057,2026-07-10,cte-mongbwalu,CTE Mongbwalu,named,treatment_centre,mongbwalu,Mongbwalu,operating,,,Mongbwalu,Ituri,One patient was declared recovered at this facility.,"(4 au CTE Bunia, 1 au CTE Mongbwalu",high,agy:gemini-3.1-pro-low
057,2026-07-10,hosp-ch-verite,CH La Vérité,named,hospital_isolation,verite,"",mention_only,,,"","",Staff at this facility were trained in infection prevention and control.,Formation de 15 prestataires du CH La Vérité sur la PCI/WASH,high,agy:gemini-3.1-pro-low
057,2026-07-10,hosp-cug-butembo,CUG de Butembo,named,hospital_isolation,butembo,Butembo,operating,,,Butembo,Nord-Kivu,A confirmed Ebola patient was treated at this facility.,autour d’un cas confirmé pris en charge au CUG de Butembo,high,agy:gemini-3.1-pro-low
057,2026-07-10,hosp-hgr-nia-nia,HGR de Nia-Nia,named,hospital_isolation,nia nia,Nia-Nia,operating,,,Nia-Nia,Ituri,A confirmed Ebola case escaped from this facility.,évadé de l’HGR de Nia-Nia puis retrouvé le 07,high,agy:gemini-3.1-pro-low
057,2026-07-10,site-centre-hospitalier-kavale,Centre Hospitalier Kavale,named,other,kavale,"",mention_only,,,Musienene,"",Decontamination activities were carried out at this facility.,ont concerné le Centre Hospitalier Kavale,high,agy:gemini-3.1-pro-low
057,2026-07-10,site-centre-hospitalier-sainte-rita,Centre Hospitalier Sainte Rita,named,other,sainte rita,"",mention_only,,,Musienene,"",Decontamination activities were carried out at this facility.,le Centre Hospitalier Sainte Rita et le Dispensaire,high,agy:gemini-3.1-pro-low
057,2026-07-10,site-dispensaire-soins-traditionnels-kiheri,Dispensaire de soins traditionnels Kiheri,named,other,dispensaire soins traditionnels kiheri,"",mention_only,,,Musienene,"",Decontamination activities were carried out at this facility.,le Dispensaire de soins traditionnels Kiheri.,high,agy:gemini-3.1-pro-low
057,2026-07-10,site-morgue-rekapi,morgue REKAPI,named,other,kisangani,Kisangani,mention_only,,,Makiso Kisangani,Tshopo,Bodies were transferred to this morgue.,après transfert des corps vers la morgue REKAPI de Kisangani),high,agy:gemini-3.1-pro-low
058,2026-07-11,"",CT,unnamed,transit_centre,"","",operating,,,"","",A 26-year-old man with fever was isolated and transferred to the transit center.,"Au PoC Nyamusasi, un homme de 26 ans, en provenance de Tchomia pour Kasenyi, présentant de la fièvre, a été validé, isolé et transféré au CT.",high,agy:gemini-3.1-pro-low
058,2026-07-11,"",CTE,unnamed,treatment_centre,"","",operating,,,Kyondo,"",Part of the population is afraid to send patients to the facility due to perceived staff inexperience.,"Dans l’aire de santé de Kyondo, une partie de la population craint d’envoyer les malades au CTE, estimant que l’insuffisance d’expérience du personnel",high,agy:gemini-3.1-pro-low
058,2026-07-11,ct-hgr-nia-nia,CT HGR Nia-Nia,named,transit_centre,nia nia,Nia-Nia,operating,,,Nia Nia,Ituri,One death was recorded among an Ebola patient at the facility.,"Dix (10) décès ont été enregistrés parmi les patients atteints de MVE dans les CTE/CT en Ituri (4 au CTE Mongbwalu, 2 au CTE Elikya, 1 au CTE Rwampara, 1 au CT Sota et 1 au CT HGR Nia-Nia)",high,agy:gemini-3.1-pro-low
058,2026-07-11,ct-sota,CT Sota,named,transit_centre,sota,Sota,operating,,,Nyankunde,Ituri,One death was recorded among an Ebola patient at the facility.,"Dix (10) décès ont été enregistrés parmi les patients atteints de MVE dans les CTE/CT en Ituri (4 au CTE Mongbwalu, 2 au CTE Elikya, 1 au CTE Rwampara, 1 au CT Sota et 1 au CT HGR Nia-Nia)",high,agy:gemini-3.1-pro-low
058,2026-07-11,cte-cme,CTE CME,named,treatment_centre,"",CME,operating,,,"",Ituri,"Three Ebola patients were declared cured after negative tests, including one in a clinical trial.","Douze (12) patients atteints de la maladie à virus Ebola dans la province de l’Ituri (3 au CTE CME, 2 au CTE Mongbwalu, 3 au CTE ISTM et 4 au CT Sota) ont été déclarés guéris",high,agy:gemini-3.1-pro-low
058,2026-07-11,cte-elikya,CTE Elikya,named,treatment_centre,elikya,Elikya,operating,,,Bunia,Ituri,Two deaths were recorded among Ebola patients at the facility.,"Dix (10) décès ont été enregistrés parmi les patients atteints de MVE dans les CTE/CT en Ituri (4 au CTE Mongbwalu, 2 au CTE Elikya, 1 au CTE Rwampara, 1 au CT Sota et 1 au CT HGR Nia-Nia)",high,agy:gemini-3.1-pro-low
058,2026-07-11,cte-istm,CTE ISTM,named,treatment_centre,"",ISTM,operating,,,"",Ituri,Three Ebola patients were declared cured after negative tests.,"Douze (12) patients atteints de la maladie à virus Ebola dans la province de l’Ituri (3 au CTE CME, 2 au CTE Mongbwalu, 3 au CTE ISTM et 4 au CT Sota) ont été déclarés guéris",high,agy:gemini-3.1-pro-low
058,2026-07-11,cte-istm-nyankunde,CTE ISTM Nyankunde,named,treatment_centre,nyankunde,Nyankunde,operating,,,Nyankunde,Ituri,Two successful ambulance transfers were made from Lopa to the facility.,"Trois courses d’ambulance ont été réalisées avec succès, dont deux de Lopa vers le CTE ISTM Nyankunde et une de Sangaki, AS Mandro, vers l’HGR Bunia.",high,agy:gemini-3.1-pro-low
058,2026-07-11,cte-kitatumba,CTE Butembo,named,treatment_centre,butembo,Butembo,operating,,,Butembo,Nord-Kivu,One death was recorded among an Ebola patient at the facility.,"(4 au CTE Mongbwalu, 2 au CTE Elikya, 1 au CTE Rwampara, 1 au CT Sota et 1 au CT HGR Nia-Nia) et au Nord-Kivu (1 au CTE Butembo).",high,agy:gemini-3.1-pro-low
058,2026-07-11,cte-mongbwalu,CTE Mongbwalu,named,treatment_centre,mongbwalu,Mongbwalu,operating,,,Mongbwalu,Ituri,Four deaths were recorded among Ebola patients at the facility.,"Dix (10) décès ont été enregistrés parmi les patients atteints de MVE dans les CTE/CT en Ituri (4 au CTE Mongbwalu, 2 au CTE Elikya, 1 au CTE Rwampara, 1 au CT Sota et 1 au CT HGR Nia-Nia)",high,agy:gemini-3.1-pro-low
058,2026-07-11,cte-rwampara,CTE Rwampara,named,treatment_centre,rwampara,Rwampara,operating,,,Rwampara,Ituri,One death was recorded among an Ebola patient at the facility.,"Dix (10) décès ont été enregistrés parmi les patients atteints de MVE dans les CTE/CT en Ituri (4 au CTE Mongbwalu, 2 au CTE Elikya, 1 au CTE Rwampara, 1 au CT Sota et 1 au CT HGR Nia-Nia)",high,agy:gemini-3.1-pro-low
058,2026-07-11,cte-sota,CTE Sota,named,treatment_centre,sota,Sota,operating,,,"","",The facility received a delivery of infection prevention and control supplies.,"livraison d’intrants PCI, Surveillance et PECH aux ZS de Mangala et Lita ainsi qu’au CTE Sota ;",high,agy:gemini-3.1-pro-low
058,2026-07-11,hosp-cs-bundji,CS Bundji,named,hospital_isolation,bundji,Bundji,operating,,,"","",A 16-year-old boy with fever and headache was investigated and referred to isolation at the facility.,"présentant une fièvre de 38,5 °C et des céphalées, a été notifié, investigué et référé à l’isolement du CS Bundji.",high,agy:gemini-3.1-pro-low
058,2026-07-11,hosp-hgr-bunia,HGR Bunia,named,hospital_isolation,bunia,Bunia,operating,,,Bunia,Ituri,One successful ambulance transfer was made from Sangaki to the facility.,"Trois courses d’ambulance ont été réalisées avec succès, dont deux de Lopa vers le CTE ISTM Nyankunde et une de Sangaki, AS Mandro, vers l’HGR Bunia.",high,agy:gemini-3.1-pro-low
058,2026-07-11,hosp-hopital-mambangu,Hôpital de Mambangu,named,hospital_isolation,mambangu,Mambangu,operating,,,"","",Infection prevention and control kits and medicines were packed for case management at the hospital.,colisage de kits PCI et de médicaments pour la prise en charge des cas à l’Hôpital de Mambangu ;,high,agy:gemini-3.1-pro-low
058,2026-07-11,site-clinique-gloria,Clinique Gloria,named,other,gloria,Gloria,mention_only,,,"","",Support was provided for listing contacts at the clinic.,Un appui a également été apporté au listage de 11 contacts à la Clinique Gloria et au pré-listage autour d’un cas contact.,high,agy:gemini-3.1-pro-low
059,2026-07-12,"",CT,unnamed,transit_centre,"","",operating,,,"",Ituri,A suspected case was transferred to this transit center.,"Tchomia→Kasenyi, fièvre), transféré au CT ;",high,agy:gemini-3.1-pro-low
059,2026-07-12,"",CTE,unnamed,treatment_centre,"","",operating,,,"",Ituri,A suspected case was transferred to this treatment center.,"vomissements, céphalées), transférée au CTE.",high,agy:gemini-3.1-pro-low
059,2026-07-12,ct-camp-kingozi,CT du camp de Kingozi,named,transit_centre,camp kingozi,camp de Kingozi,expanded,,,"",Ituri,Extensions to this facility were put into service.,"la mise en service d'extensions (CTE HGR Bunia, CT du camp de Kingozi).",high,agy:gemini-3.1-pro-low
059,2026-07-12,ct-uob,centre de transit de l'UOB,named,transit_centre,uob,UOB,operating,,,"",Sud-Kivu,Three validated alerts were placed in this transit center.,"3 validées et placées au centre de transit de l'UOB, 2 invalidées.",high,agy:gemini-3.1-pro-low
059,2026-07-12,cte-beni,CTE de Beni,named,treatment_centre,beni,Beni,operating,,,Beni,Nord-Kivu,Two cured patients were discharged from this facility.,"Ituri 13, Nord-Kivu 2 au CTE de Beni).",high,agy:gemini-3.1-pro-low
059,2026-07-12,cte-hgr-bunia,CTE HGR Bunia,named,treatment_centre,bunia,Bunia,expanded,,,Bunia,Ituri,Extensions to this facility were put into service.,"la mise en service d'extensions (CTE HGR Bunia, CT du camp de Kingozi).",high,agy:gemini-3.1-pro-low
059,2026-07-12,hosp-fomulac,Fomulac,named,hospital_isolation,fomulac,Fomulac,operating,,,Katana,Sud-Kivu,Hot rations were distributed to cases in isolation here.,"distribution de rations chaudes aux cas en isolement (Fomulac, Lwiro).",high,agy:gemini-3.1-pro-low
059,2026-07-12,hosp-lwiro,Lwiro,named,hospital_isolation,lwiro,Lwiro,operating,,,Miti Murhesa,Sud-Kivu,Hot rations were distributed to cases in isolation here.,"distribution de rations chaudes aux cas en isolement (Fomulac, Lwiro).",high,agy:gemini-3.1-pro-low
059,2026-07-12,site-hgr-beni,HGR de Beni,named,other,beni,Beni,mention_only,,,Beni,Nord-Kivu,A dead body was directed to the morgue of this hospital.,orienté à la morgue de l'HGR de Beni ;,high,agy:gemini-3.1-pro-low
059,2026-07-12,site-hopital-militaire-mambangu,Hôpital militaire de Mambangu,named,other,mambangu,Mambangu,mention_only,,,"",Nord-Kivu,IPC kits and medicines were delivered to this hospital.,livraison de kits PCI et médicaments (Hôpital militaire de Mambangu),high,agy:gemini-3.1-pro-low
060,2026-07-13,"",CT,unnamed,transit_centre,"","",operating,,,"",Ituri,"A 17-year-old girl was validated, isolated and transferred to the transit centre.","une fille de 17 ans (marché Otsokotsu → Kaliko, fièvre/céphalées) validée, isolée et transférée au CT.",high,agy:gemini-3.1-pro-low
060,2026-07-13,"",CTE,unnamed,treatment_centre,"","",operating,,,"",Nord-Kivu,One death among a confirmed case was recorded at the treatment centre.,1 décès de cas confirmé au CTE.,high,agy:gemini-3.1-pro-low
060,2026-07-13,"",centre de transit,unnamed,transit_centre,"","",operating,,,"",Ituri,"Four suspected cases were validated, isolated and transferred to the transit centre.","4 cas suspects (dont PK3 Arua 2, PK44→Mambasa, PK4 route Mumbere) validés, isolés et transférés au centre de transit.",high,agy:gemini-3.1-pro-low
060,2026-07-13,"",CTE de 100 lits,unnamed,treatment_centre,100 lits,"",planned,,100,"","",The INSP is finalising the construction plan for a permanent 100-bed treatment centre.,Finalisation du plan de construction en dur de CTE de 100 lits par l’INSP,high,agy:gemini-3.1-pro-low
060,2026-07-13,cte-bunia,CTE Bunia,named,treatment_centre,bunia,Bunia,operating,,,Bunia,Ituri,Two deaths among confirmed cases were recorded at this facility.,2 au CTE Bunia,high,agy:gemini-3.1-pro-low
060,2026-07-13,cte-cme,CTC CME,named,treatment_centre,"","",operating,,,"",Ituri,Three deaths among confirmed cases were recorded at this facility.,3 au CTC CME,high,agy:gemini-3.1-pro-low
060,2026-07-13,cte-elikya,CTE Elikya,named,treatment_centre,elikya,"",operating,,,Bunia,Ituri,One death among a confirmed case was recorded at this facility.,1 au CTE Elikya,high,agy:gemini-3.1-pro-low
060,2026-07-13,cte-iste,CTE ISTE,named,treatment_centre,iste,"",operating,,,"",Ituri,Two deaths among confirmed cases were recorded at this facility.,2 au CTE ISTE,high,agy:gemini-3.1-pro-low
060,2026-07-13,cte-komanda,CTE Komanda,named,treatment_centre,komanda,Komanda,operating,,,Komanda,Ituri,Two deaths among confirmed cases were recorded at this facility.,2 au CTE Komanda,high,agy:gemini-3.1-pro-low
060,2026-07-13,cte-mongbwalu,CTE Mongbwalu,named,treatment_centre,mongbwalu,Mongbwalu,operating,,,Mongbwalu,Ituri,One death among a confirmed case was recorded at this facility.,1 au CTE Mongbwalu,high,agy:gemini-3.1-pro-low
060,2026-07-13,cte-nizi,CTE de Nizi,named,treatment_centre,nizi,Nizi,operating,,,Nizi,Ituri,Five patients were discharged from the facility after testing negative.,5 patients déchargés du CTE de Nizi,high,agy:gemini-3.1-pro-low
060,2026-07-13,cte-nyankunde,CTE Nyankunde,named,treatment_centre,nyankunde,Nyankunde,operating,,,Nyankunde,Ituri,One death among a confirmed case was recorded at this facility.,1 au CTE Nyankunde,high,agy:gemini-3.1-pro-low
060,2026-07-13,site-clinique-gueris-mve-17,clinique des Guéris de la MVE-17,named,other,gueris mve 17,"",planned,,,"","",The construction plan for a clinic for Ebola survivors is being finalised.,Finalisation de plan de construction de la clinique des Guéris de la MVE-17,high,agy:gemini-3.1-pro-low
060,2026-07-13,site-hgr-isiro,HGR Isiro,named,other,isiro,Isiro,planned,,,Isiro,Haut-Uele,A joint mission was conducted for the planned care site at the Isiro General Reference Hospital.,mission conjointe DPS/OMS/UNICEF pour le site de prise en charge à Isiro (HGR Isiro).,high,agy:gemini-3.1-pro-low
061,2026-07-14,"",CTE dans la ZS NIA-NIA,unnamed,treatment_centre,dans zs nia nia,"",incident,,,NIA-NIA,"",A fire occurred at the CTE in the NIA-NIA health zone.,après l'incendie du CTE dans la ZS NIA-NIA.,high,agy:gemini-3.1-pro-low
061,2026-07-14,"",CT,unnamed,transit_centre,"","",operating,,,"",Ituri,A suspect case from the Ombayi point of control was isolated and transferred to the transit centre.,isolée et transférée au CT.,high,agy:gemini-3.1-pro-low
061,2026-07-14,"",centre de transit,unnamed,transit_centre,"","",operating,,,"",Ituri,Four suspect cases from the Makoko 2 point of control were isolated and transferred to the transit centre.,isolés et transférés au centre de transit.,high,agy:gemini-3.1-pro-low
061,2026-07-14,"",tente suspects,unnamed,isolation_centre,tente suspects,"",planned,,,"",Tshopo,A site is being prepared to set up a suspect isolation tent.,Préparation site d'implantation tente suspects,high,agy:gemini-3.1-pro-low
061,2026-07-14,"",un CTE de 50 lits,unnamed,treatment_centre,bambu,Bambu,planned,,50,Bambu,Ituri,A 50-bed CTE is being prepared in Bambu.,préparation d’un CTE de 50 lits à Bambu.,high,agy:gemini-3.1-pro-low
061,2026-07-14,ct-fataki,CT Fataki,named,transit_centre,fataki,Fataki,operating,,,Fataki,Ituri,One death was recorded among Ebola patients at the Fataki CT.,1 au CT Fataki,high,agy:gemini-3.1-pro-low
061,2026-07-14,ct-hgr-bunia,CT HGR Bunia,named,transit_centre,bunia,Bunia,operating,,,Bunia,Ituri,One death was recorded among Ebola patients at the HGR Bunia CT.,"1 au CT HGR Bunia,",high,agy:gemini-3.1-pro-low
061,2026-07-14,ct-nizi,CT Nizi,named,transit_centre,nizi,Nizi,operating,,,Nizi,Ituri,One death was recorded among Ebola patients at the Nizi CT.,1au CT Nizi),high,agy:gemini-3.1-pro-low
061,2026-07-14,cte-cinquantenaire,CTE du Cinquantenaire,named,treatment_centre,cinquantenaire,"",operating,,,Lubunga,Tshopo,A confirmed case who escaped from Nia-Nia was isolated at the Cinquantenaire CTE.,isolé au CTE du Cinquantenaire.,high,agy:gemini-3.1-pro-low
061,2026-07-14,cte-cme,CTE CME,named,treatment_centre,"","",operating,,,"",Ituri,Six Ebola patients were declared cured at the CME CTE.,"6 au CTE CME,",high,agy:gemini-3.1-pro-low
061,2026-07-14,cte-elikya,CTE Elikya,named,treatment_centre,elikya,"",operating,,,Bunia,Ituri,Three Ebola patients were declared cured at the Elikya CTE.,"3 au CTE Elikya,",high,agy:gemini-3.1-pro-low
061,2026-07-14,cte-istm,CTE ISTM,named,treatment_centre,"","",operating,,,"",Ituri,Three Ebola patients were declared cured at the ISTM CTE.,"3 au CTE ISTM,",high,agy:gemini-3.1-pro-low
061,2026-07-14,cte-kasenyi,CTE de Kasenyi,named,treatment_centre,kasenyi,Kasenyi,under_construction,,80,"","",Construction of the 80-bed Kasenyi CTE has begun.,début de construction du CTE de Kasenyi (80 lits,high,agy:gemini-3.1-pro-low
061,2026-07-14,cte-kitatumba,CTE Butembo,named,treatment_centre,butembo,Butembo,operating,,,Butembo,Nord-Kivu,One death was recorded among Ebola patients at the Butembo CTE.,1 au CTE Butembo).,high,agy:gemini-3.1-pro-low
061,2026-07-14,cte-mongbwalu,CTE Mongbwalu,named,treatment_centre,mongbwalu,Mongbwalu,operating,,,Mongbwalu,Ituri,Four deaths were recorded among Ebola patients at the Mongbwalu CTE.,"4 au CTE Mongbwalu,",high,agy:gemini-3.1-pro-low
061,2026-07-14,cte-oicha,CTE d'Oicha,named,treatment_centre,oicha,Oicha,operating,,,Oicha,Nord-Kivu,One death was recorded at the Oicha CTE.,dont 1 au CTE d'Oicha,high,agy:gemini-3.1-pro-low
061,2026-07-14,cte-rwampara,CTE Rwampara,named,treatment_centre,rwampara,Rwampara,operating,,,Rwampara,Ituri,One Ebola patient was declared cured at the Rwampara CTE.,1 au CTE Rwampara) guéris,high,agy:gemini-3.1-pro-low
061,2026-07-14,site-clinique-universitaire,Clinique universitaire,named,other,"","",mention_only,,,"",Tshopo,An infection prevention and control scorecard evaluation was conducted at the Clinique universitaire.,Evaluation Score card d’un 1ESS (Clinique universitaire,high,agy:gemini-3.1-pro-low
062,2026-07-15,"",CTE,unnamed,treatment_centre,"","",incident,,,Nia-Nia,Ituri,A fire occurred at the treatment center in the Nia-Nia health zone.,après l'incendie du CTE dans la ZS NIA-NIA.,high,agy:gemini-3.1-pro-low
062,2026-07-15,"",CT,unnamed,transit_centre,"","",operating,,,"",Ituri,A suspected patient was isolated and transferred to the transit center.,"validée, isolée et transférée au CT.",high,agy:gemini-3.1-pro-low
062,2026-07-15,"",centre de transit,unnamed,transit_centre,"","",operating,,,"",Ituri,Suspected cases were isolated and transferred to the transit center.,"validés, isolés et transférés au centre de transit.",high,agy:gemini-3.1-pro-low
062,2026-07-15,"",centre de transit,unnamed,transit_centre,lopa,Lopa,under_construction,,,Nizi,Ituri,A transit center is being finalized with a tent already installed for case isolation.,le centre de transit en cours de finalisation et une tente est déjà installé pour l’isolement des cas,high,agy:gemini-3.1-pro-low
062,2026-07-15,ct-bambu,CT de Bambu,named,transit_centre,bambu,Bambu,strained,,,Bambu,Ituri,The Bambu transit center is experiencing persistent saturation with a 316% occupancy rate.,saturation persistante au CT de Bambu (316 %),high,agy:gemini-3.1-pro-low
062,2026-07-15,ct-sota,CT Sota,named,transit_centre,sota,Sota,operating,,,Nyankunde,Ituri,Two patients recovered and were discharged from the Sota transit center.,"13 guéris (7 au CTE Bunia, 3 au CTE ISTM, 1 au CT Bambu et 2 au CT Sota)",high,agy:gemini-3.1-pro-low
062,2026-07-15,cte-bunia,CTE Bunia,named,treatment_centre,bunia,Bunia,operating,,,Bunia,Ituri,Seven patients recovered and were discharged from the Bunia treatment center.,"13 guéris (7 au CTE Bunia, 3 au CTE ISTM, 1 au CT Bambu et 2 au CT Sota)",high,agy:gemini-3.1-pro-low
062,2026-07-15,cte-cme-rwampara,CTE CME de Rwampara,named,treatment_centre,rwampara,Rwampara,strained,,,Rwampara,Ituri,The CME Rwampara treatment center is saturated at 157% occupancy.,et au CTE CME de Rwampara (157 %),high,agy:gemini-3.1-pro-low
062,2026-07-15,cte-hgr-nizi,CTE HGR de Nizi,named,treatment_centre,nizi,Nizi,operating,,,Nizi,Ituri,An evaluation visit highlighted the quality of patient care at the Nizi HGR treatment center.,Visite du CTE HGR de Nizi : L’accent a été mis sur la qualité de la prise en charge des patients.,high,agy:gemini-3.1-pro-low
062,2026-07-15,cte-istm,CTE ISTM,named,treatment_centre,"",ISTM,operating,,,"",Ituri,Three patients recovered and were discharged from the ISTM treatment center.,"13 guéris (7 au CTE Bunia, 3 au CTE ISTM, 1 au CT Bambu et 2 au CT Sota)",high,agy:gemini-3.1-pro-low
062,2026-07-15,site-cliniques-universitaires,Cliniques universitaires,named,other,s universitaires,"",mention_only,,,"",Tshopo,The University Clinics underwent an evaluation.,évaluation des Cliniques universitaires,high,agy:gemini-3.1-pro-low
062,2026-07-15,site-hgr-beni,HGR de Beni,named,other,beni,Beni,mention_only,,,Beni,Nord-Kivu,Bodies were referred to the Beni hospital morgue for swabbing.,référés à la morgue de l'HGR de Beni pour le Swabe,high,agy:gemini-3.1-pro-low
064,2026-07-17,"",CT/CTE,unnamed,treatment_centre,"","",operating,,,"",Haut-Uele,Thirteen suspected cases were reported to the treatment and transit center.,13 suspects rapportés au CT/CTE.,high,agy:gemini-3.1-pro-low
064,2026-07-17,"",tentes,unnamed,isolation_centre,tentes,"",operating,,,"",Tshopo,Three suspected cases are isolated in tents that are undergoing repairs and receiving beds.,"3 suspects isolés, suivi de la réfection des tentes et dotation de 2 lits.",high,agy:gemini-3.1-pro-low
064,2026-07-17,"",CTE/CT,unnamed,treatment_centre,"","",under_construction,,,Nizi,Ituri,Construction work on a treatment and transit center in the health zone was evaluated.,Evaluation des travaux de la construction de CTE/CT dans la zone de santé de Nizi.,high,agy:gemini-3.1-pro-low
064,2026-07-17,cte-nia-nia,CTE de Nia-Nia,named,treatment_centre,nia nia,Nia-Nia,expanded,,,Nia-Nia,Ituri,Two tents were installed at the treatment center.,installation de 2 tentes au CTE de Nia-Nia,high,agy:gemini-3.1-pro-low
064,2026-07-17,cte-rwankole,CTE de Rwankole,named,treatment_centre,rwankole,Rwankole,under_construction,,,Bunia,Ituri,Finishing works are being carried out on the treatment center.,finition du CTE de Rwankole.,high,agy:gemini-3.1-pro-low
064,2026-07-17,site-ch-koso,CH Koso,named,other,koso,Koso,mention_only,,,"",Tshopo,The health center underwent an infection prevention and control evaluation.,évaluation PCI du CH Koso (36 %),high,agy:gemini-3.1-pro-low
064,2026-07-17,site-hgr-beni,HGR de Beni,named,other,beni,Beni,mention_only,,,Beni,Nord-Kivu,A lifeless body was referred to the hospital's morgue for swabbing.,référé à la morgue de l'HGR de Beni pour prélèvement.,high,agy:gemini-3.1-pro-low
064,2026-07-17,site-hgr-logo,HGR de la Zone de Santé de Logo,named,other,logo,Logo,mention_only,,,Logo,Ituri,The hospital received equipment for its laboratory.,Réception d’équipements à l’HGR de la Zone de Santé de Logo,high,agy:gemini-3.1-pro-low
064,2026-07-17,site-hopital-general-logo,Hôpital général de Logo,named,other,logo,Logo,mention_only,,,Logo,Ituri,The hospital received materials intended for the laboratory.,Réception à l'Hôpital général de Logo des matériels destinés au laboratoire,high,agy:gemini-3.1-pro-low
065,2026-07-18,"",HGR,ambiguous,hospital_isolation,"","",operating,,,"",Tshopo,A new suspected case was identified at this general reference hospital.,2 nouveaux cas suspects : HCKis (résultat négatif) et HGR.,high,agy:gemini-3.1-pro-low
065,2026-07-18,"",CTE,unnamed,treatment_centre,bambu,Bambu,planned,,,Bambu,Ituri,A project to construct a treatment centre was presented to the community.,pour la présentation de projet de construction de CTE à la communauté ;,high,agy:gemini-3.1-pro-low
065,2026-07-18,cte-cinquantenaire,CTE Cinquantenaire,named,treatment_centre,cinquantenaire,"",operating,,,Makiso Kisangani,Tshopo,A suspected case was transported to this treatment centre.,Transport du suspect vers le CTE Cinquantenaire.,high,agy:gemini-3.1-pro-low
065,2026-07-18,cte-cme-bunia,CME Bunia,named,treatment_centre,bunia,Bunia,operating,,,Bunia,Ituri,"Infection prevention, clinical care, and surveillance kits were delivered to this facility.","Livraison des Kits PCI, PEC, et Surveillance aux CTE HGR Bunia, LITA, CME Bunia :",high,agy:gemini-3.1-pro-low
065,2026-07-18,cte-hc-kisangani,CTE HC Kisangani,named,treatment_centre,kisangani,Kisangani,operating,,,Makiso Kisangani,Tshopo,One suspected case was admitted and tested negative.,1 cas suspect admis au CTE HC Kisangani (résultat négatif) ;,high,agy:gemini-3.1-pro-low
065,2026-07-18,cte-hgr-bunia,CTE HGR Bunia,named,treatment_centre,bunia,Bunia,operating,,,Bunia,Ituri,"Infection prevention, clinical care, and surveillance kits were delivered to this treatment centre.","Livraison des Kits PCI, PEC, et Surveillance aux CTE HGR Bunia, LITA, CME Bunia :",high,agy:gemini-3.1-pro-low
065,2026-07-18,cte-katwa,CTE de Katwa,named,treatment_centre,katwa,Katwa,operating,,,Katwa,Nord-Kivu,One confirmed death occurred at this treatment centre.,"ainsi que 9 décès, dont un au CTE de Katwa.",high,agy:gemini-3.1-pro-low
065,2026-07-18,cte-lita,LITA,named,treatment_centre,lita,Lita,operating,,,Lita,Ituri,"Infection prevention, clinical care, and surveillance kits were delivered to this treatment centre.","Livraison des Kits PCI, PEC, et Surveillance aux CTE HGR Bunia, LITA, CME Bunia :",high,agy:gemini-3.1-pro-low
065,2026-07-18,hosp-cs-fedi,CS FEDI,named,hospital_isolation,fedi,"",operating,,,Mangobo,Tshopo,Two contacts received compassionate treatment at this health centre.,Le traitement compassionnel de 2 contacts au CS FEDI de la ZS de Mangobo,high,agy:gemini-3.1-pro-low
065,2026-07-18,hosp-hckis,HCKis,named,hospital_isolation,kis,Kis,operating,,,"",Tshopo,A new suspected case was reported here and tested negative.,2 nouveaux cas suspects : HCKis (résultat négatif) et HGR.,high,agy:gemini-3.1-pro-low
065,2026-07-18,site-ch-amani,CH Amani,named,other,amani,"",mention_only,,,"",Ituri,An infection prevention and control scorecard evaluation was conducted.,"Cl Abedi Djaka 32%, CH Amani 62%, CH Shalom 50%,",high,agy:gemini-3.1-pro-low
065,2026-07-18,site-ch-shalom,CH Shalom,named,other,shalom,"",mention_only,,,"",Ituri,An infection prevention and control scorecard evaluation was conducted.,"CH Amani 62%, CH Shalom 50%, Simbiliabo 71% ;",high,agy:gemini-3.1-pro-low
065,2026-07-18,site-cl-abedi-djaka,Cl Abedi Djaka,named,other,cl abedi djaka,"",mention_only,,,"",Ituri,An infection prevention and control scorecard evaluation was conducted.,"CS SALAMA 51,6%, Cl Abedi Djaka 32%, CH Amani 62%,",high,agy:gemini-3.1-pro-low
