facility_id,facility_name,site_kind,place_key,health_zone,province,date_first_mentioned,sitrep_first_mentioned,first_mention_after_gap,date_first_planned,date_opening_announced,sitrep_opening_announced,date_opening_stated,date_first_in_service,status_latest,status_latest_date,beds_latest,beds_latest_date,date_last_mentioned,n_sitreps,n_events,aliases,flags
site-cs-butanuka,CS Butanuka,other,beni,Beni,Nord-Kivu,2026-06-17,034,FALSE,,,,,,mention_only,,,,2026-06-17,1,1,CS Butanuka,""
site-cs-butsili,CS BUTSILI,other,beni,Beni,Nord-Kivu,2026-07-07,054,FALSE,,,,,,mention_only,,,,2026-07-07,1,1,CS BUTSILI,""
site-cs-cnca,CS CNCA,other,cnca,"",Ituri,2026-07-30,077,TRUE,,,,,,mention_only,,,,2026-07-31,2,2,CS CNCA,""
site-cs-congo,CS du Congo,other,congo,Buta,Bas-Uele,2026-09-04,113,FALSE,,,,,,mention_only,,,,2026-09-05,2,2,CS du Congo,""
site-cs-dokotolo,CS Dokotolo,other,dokotolo,"",Nord-Kivu,2026-08-24,102,FALSE,,,,,,mention_only,,,,2026-08-24,1,1,CS Dokotolo,""
site-cs-eringeti,CS Eringeti,other,eringeti,Oicha,Nord-Kivu,2026-07-06,053,FALSE,,,,,,mention_only,,,,2026-07-06,1,1,CS Eringeti,""
site-cs-famille,CS La Famille,other,famille,Mangobo,Tshopo,2026-08-21,099,FALSE,,,,,,mention_only,,,,2026-08-21,1,1,CS La Famille,possible_host_variant
site-cs-irangya,CS Irangya,other,katwa,Katwa,Nord-Kivu,2026-08-04,082,FALSE,,,,,,mention_only,,,,2026-08-04,1,1,CS Irangya,""
site-cs-jades,CS Jades,other,jades,Beni,Nord-Kivu,2026-08-21,099,FALSE,,,,,,mention_only,,,,2026-08-21,1,1,CS Jades,possible_host_variant;possible_spelling_variant
site-cs-jamaa,CS Jamaa,other,jamaa,Makiso Kisangani,Tshopo,2026-07-23,070,FALSE,,,,,,mention_only,,,,2026-08-21,3,3,CS Jamaa,""
site-cs-kabushwa,CS Kabushwa,other,kabushwa,"","",2026-06-11,028,FALSE,,,,,,mention_only,,,,2026-06-11,1,1,CS Kabushwa,""
site-cs-kahungu,CS Kahungu,other,kahungu,Miti Murhesa,Sud-Kivu,2026-06-05,022,FALSE,,,,,,mention_only,,,,2026-06-13,4,4,CS Kahungu,""
site-cs-kasabinyale,CS Kasabinyale,other,beni,Beni,Nord-Kivu,2026-06-17,034,FALSE,,,,,,mention_only,,,,2026-06-17,1,1,CS Kasabinyale,""
site-cs-kasisi,CS Kasisi,other,kasisi,Kyondo,Nord-Kivu,2026-06-09,026,FALSE,,,,,,mention_only,,,,2026-06-09,1,1,CS Kasisi,""
site-cs-katiri,CS Katiri,other,katiri,Kyondo,Nord-Kivu,2026-06-09,026,FALSE,,,,,,mention_only,,,,2026-06-09,1,1,CS Katiri,""
site-cs-kavumu,CS Kavumu,other,kavumu,Miti Murhesa,Sud-Kivu,2026-06-16,033,FALSE,,,,,,mention_only,,,,2026-06-16,1,1,CS Kavumu,possible_host_variant;possible_spelling_variant
site-cs-kisiza,CS Kisiza,other,kisiza,Idjwi,"",2026-06-23,040,FALSE,,,,,,mention_only,,,,2026-06-23,1,1,CS Kisiza,""
site-cs-komanda,CS Komanda,other,komanda,Komanda,Ituri,2026-06-11,028,FALSE,,,,,,mention_only,,,,2026-06-30,3,3,CS Komanda,""
site-cs-konga-konga,CS Konga-Konga,other,konga konga,Makiso Kisangani,Tshopo,2026-08-21,099,FALSE,,,,,,mention_only,,,,2026-08-21,1,1,CS Konga-Konga,""
site-cs-kutumba,CS Kutumba,other,kutumba,"",Ituri,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,CS Kutumba,""
site-cs-kwetu,CS Kwetu,other,kwetu,Tshopo,Tshopo,2026-07-23,070,FALSE,,,,,,mention_only,,,,2026-07-24,2,2,CS Kwetu,""
site-cs-kyaghala,CS Kyaghala,other,kyaghala,Katwa,Nord-Kivu,2026-06-07,024,FALSE,,,,,,mention_only,,,,2026-06-07,1,1,CS Kyaghala,possible_host_variant;possible_spelling_variant
site-cs-kyangike,CS Kyangike,other,kyangike,Butembo,Nord-Kivu,2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-01,1,1,CS Kyangike,""
site-cs-lembabo,CS Lembabo,other,lembabo,Bunia,Ituri,2026-06-01,018,FALSE,,,,,,mention_only,,,,2026-06-01,1,1,CS Lembabo,possible_spelling_variant
site-cs-mabakanga,CS Mabakanga,other,beni,Beni,Nord-Kivu,2026-06-13,030,TRUE,,,,,,mention_only,,,,2026-07-07,2,2,CS Mabakanga; CS MABAKANGA,""
site-cs-madula,CS Madula,other,madula,Wanie-Rukula,Tshopo,2026-07-30,077,TRUE,,,,,,mention_only,,,,2026-08-19,3,3,CS de Madula; CS Madula,""
site-cs-malkia,CS Malkia,other,malkia,Tshopo,Tshopo,2026-09-07,116,FALSE,,,,,,mention_only,,,,2026-09-07,1,1,CS Malkia,""
site-cs-maranatha,CS Maranatha,other,maranatha,Beni,Nord-Kivu,2026-09-05,114,FALSE,,,,,,mention_only,,,,2026-09-05,1,1,CS Maranatha,possible_spelling_variant
site-cs-masuli,CS Masuli,other,masuli,Katwa,Nord-Kivu,2026-06-06,023,FALSE,,,,,,mention_only,,,,2026-06-06,1,1,CS Masuli,""
site-cs-matete,CS Matete,other,matete,Mangobo,Tshopo,2026-09-06,115,FALSE,,,,,,mention_only,,,,2026-09-06,1,1,CS Matete,possible_spelling_variant
site-cs-mbana,CS Mbana,other,mbana,Viadana,Bas-Uele,2026-09-03,112,FALSE,,,,,,mention_only,,,,2026-09-03,1,1,CS Mbana,""
site-cs-merites,CS. Les merites,other,merites,Bunia,Ituri,2026-05-19,004,TRUE,,,,,,mention_only,,,,2026-05-19,1,1,CS. Les merites,possible_host_variant
site-cs-mitoya,CS Mitoya,other,mitoya,Katwa,Nord-Kivu,2026-06-07,024,FALSE,,,,,,mention_only,,,,2026-06-07,1,1,CS Mitoya,""
site-cs-mobenge,CS Mobenge,other,mobenge,Buta,Bas-Uele,2026-09-04,113,FALSE,,,,,,mention_only,,,,2026-09-04,1,1,CS Mobenge,""
site-cs-mudzi-maria,CS Mudzi maria,other,bunia,Bunia,Ituri,2026-06-10,027,FALSE,,,,,,mention_only,,,,2026-06-10,1,1,CS Mudzi maria,possible_host_variant;possible_spelling_variant
site-cs-mukuna,CS Mukuna,other,mukuna,Katwa,Nord-Kivu,2026-06-07,024,FALSE,,,,,,mention_only,,,,2026-06-07,1,1,CS Mukuna,possible_host_variant;possible_spelling_variant
site-cs-mutumbi,CS Mutumbi,other,lita,Lita,Ituri,2026-07-02,049,FALSE,,,,,,mention_only,,,,2026-07-02,1,1,CS Mutumbi,""
site-cs-naissance-desirable,CS Naissance Désirable,other,naissance desirable,"",Nord-Kivu,2026-08-14,092,FALSE,,,,,,mention_only,,,,2026-08-14,1,1,CS Naissance Désirable,""
site-cs-ndindi,CS de Ndindi,other,ndindi,"",Nord-Kivu,2026-08-19,097,FALSE,,,,,2026-08-19,incident,2026-08-19,,,2026-08-19,1,1,CS de Ndindi,""
site-cs-ngalika,CS Ngalika,other,ngalika,"",Nord-Kivu,2026-08-24,102,FALSE,,,,,,mention_only,,,,2026-08-24,1,1,CS Ngalika,""
site-cs-ngamau,CS Ngamau,other,ngamau,Mongbwalu,"",2026-05-30,016,FALSE,,,,,,mention_only,,,,2026-05-30,1,1,CS Ngamau,""
site-cs-ngona,CS Ngona,other,ngona,Rwampara,"",2026-05-31,017,FALSE,,,,,,mention_only,,,,2026-05-31,1,1,CS Ngona,""
site-cs-nyakasanza,CS Nyakasanza,other,nyakasanza,Bunia,Ituri,2026-06-08,025,FALSE,,,,,,mention_only,,,,2026-06-08,1,1,CS Nyakasanza,""
site-cs-nyakero,CS Nyakero,other,nyakero,"","",2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-01,1,1,CS Nyakero,""
site-cs-nyakunde,CS Nyakunde,other,nyakunde,Beni,Nord-Kivu,2026-08-26,104,FALSE,,,,,,mention_only,,,,2026-08-29,4,4,CS Nyakunde,possible_host_variant
site-cs-papa-freddy,CS Papa Freddy,other,papa freddy,Tshopo,Tshopo,2026-08-15,093,FALSE,,,,,,mention_only,,,,2026-08-19,3,3,CS Papa Freddy,""
site-cs-plutot,CS plutôt,other,plutot,"","",2026-06-08,025,FALSE,,,,,,mention_only,,,,2026-06-08,1,1,CS plutôt,""
site-cs-poli-frontiere,CS Poli de frontiere,other,poli frontiere,"","",2026-07-01,048,FALSE,,,,,,mention_only,,,,2026-07-01,1,1,CS Poli de frontiere,""
site-cs-reference-rubi-lisanga,CS de référence de Rubi Lisanga,other,rubi lisanga,Buta,Bas-Uele,2026-09-10,119,FALSE,,,,,,closed,2026-09-10,,,2026-09-10,1,1,CS de référence de Rubi Lisanga,""
site-cs-rubi-lisanga,CS Rubi-Lisanga,other,rubi lisanga,Buta,Bas-Uele,2026-08-18,096,FALSE,,,,,,mention_only,,,,2026-08-18,1,1,CS Rubi-Lisanga,possible_spelling_variant
site-cs-ruwenzori,CS Ruwenzori,other,beni,Beni,Nord-Kivu,2026-06-17,034,FALSE,,,,,,mention_only,,,,2026-08-21,2,2,CS Ruwenzori,possible_host_variant;possible_spelling_variant
site-cs-rwamapara,CS Rwamapara,other,rwamapara,Rwamapara,Ituri,2026-05-27,013,FALSE,,,,,,mention_only,,,,2026-05-28,2,2,CS Rwamapara,possible_spelling_variant
site-cs-rwambuzi,CS Rwambuzi,other,rwambuzi,Bunia,Ituri,2026-06-05,022,FALSE,,,,,,mention_only,,,,2026-06-05,1,1,CS Rwambuzi,possible_host_variant
site-cs-rwampara,CS Rwampara,other,rwampara,Mongbwalu,Ituri,2026-05-20,006,FALSE,,,,,,mention_only,,,,2026-05-21,3,3,CS Rwampara,possible_host_variant;possible_spelling_variant
site-cs-rwankole,CS Rwankole,other,rwankole,"","",2026-07-30,077,TRUE,,,,,,mention_only,,,,2026-07-30,1,1,CS Rwankole,possible_host_variant;possible_spelling_variant
site-cs-saint-luc,CS Saint-Luc,other,saint luc,Katwa,Nord-Kivu,2026-08-03,081,FALSE,,,,,,mention_only,,,,2026-08-03,1,1,CS Saint-Luc,""
site-cs-saint-pierre,CS Saint-Pierre,other,saint pierre,Makiso Kisangani,Tshopo,2026-09-10,119,FALSE,,,,,,mention_only,,,,2026-09-10,1,1,CS Saint-Pierre,""
site-cs-salama,CS SALAMA,other,salama,"",Ituri,2026-07-18,065,FALSE,,,,,,mention_only,,,,2026-07-18,1,1,CS SALAMA,possible_host_variant
site-cs-segama,CS Segama,other,segama,Mangobo,Tshopo,2026-08-21,099,FALSE,,,,,,mention_only,,,,2026-08-21,1,1,CS Segama,""
site-cs-shamamba,CS Shamamba,other,shamamba,Beni,Nord-Kivu,2026-09-07,116,FALSE,,,,,,mention_only,,,,2026-09-07,1,1,CS Shamamba,""
site-cs-sncc,CS SNCC,other,sncc,"","",2026-08-05,083,FALSE,,,,,,mention_only,,,,2026-08-05,1,1,CS SNCC,""
site-cs-sommet,CS le Sommet,other,sommet,Bunia,"",2026-05-30,016,FALSE,,,,,,mention_only,,,,2026-05-30,1,1,CS le Sommet,""
site-cs-tchudja,CS Tchudja,other,tchudja,Bambu,Ituri,2026-06-05,022,FALSE,,,,,,mention_only,,,,2026-06-05,1,1,CS Tchudja,""
site-cs-tchunga,CS Tchunga,other,tchunga,Mongbwalu,Ituri,2026-05-20,006,FALSE,,,,,,mention_only,,,,2026-05-30,4,4,CS Tchunga,""
site-cs-tely,CS Tely,other,tely,Isiro,Haut-Uele,2026-08-14,092,FALSE,,,,,,mention_only,,,,2026-08-15,2,2,CS Tely,""
site-cs-tsili,CS Tsili,other,tsili,Bambu,Ituri,2026-06-05,022,FALSE,,,,,,mention_only,,,,2026-06-05,1,1,CS Tsili,""
site-cs-tuluba,CS Tuluba,other,tuluba,Isiro,Haut-Uele,2026-07-30,077,TRUE,,,,,,mention_only,,,,2026-08-15,3,3,CS Tuluba,""
site-cs-tuungane,CS TUUNGANE,other,beni,Beni,Nord-Kivu,2026-07-07,054,FALSE,,,,,,mention_only,,,,2026-07-07,1,1,CS TUUNGANE,""
site-cs-uponyaji,CS Uponyaji,other,uponyaji,Mongbwalu,Ituri,2026-05-20,006,FALSE,,,,,,mention_only,,,,2026-05-21,3,3,CS Uponyaji,""
site-cs-vighole,CS Vighole,other,katwa,Katwa,Nord-Kivu,2026-08-04,082,FALSE,,,,,,mention_only,,,,2026-08-04,1,1,CS Vighole,""
site-cs-vuhika,CS Vuhika,other,vuhika,Katwa,Nord-Kivu,2026-06-06,023,FALSE,,,,,,mention_only,,,,2026-06-06,1,1,CS Vuhika,""
site-cs-vungba,CS Vungba,other,vungba,Viadana,Bas-Uele,2026-09-03,112,FALSE,,,,,,mention_only,,,,2026-09-03,1,1,CS Vungba,""
site-cs-vutike,CS Vutike,other,butembo,Butembo,Nord-Kivu,2026-07-27,074,FALSE,,,,,,mention_only,,,,2026-07-27,1,1,CS Vutike,""
site-cs-yedi,CS Yedi,other,yedi,Mongbwalu,"",2026-05-30,016,FALSE,,,,,,mention_only,,,,2026-05-30,1,1,CS Yedi,""
site-csr-akwa,CSR Akwa,other,akwa,Damas,Ituri,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,CSR Akwa,""
site-csr-amadi,CSR Amadi,other,amadi,Poko,Bas-Uele,2026-09-04,113,FALSE,,,,,,mention_only,,,,2026-09-04,1,1,CSR Amadi,""
site-csr-bunia-cite,CSR Bunia-cité,other,bunia,Bunia,Ituri,2026-05-22,008,FALSE,,,,,,mention_only,,,,2026-05-22,1,1,CSR Bunia-cité,possible_spelling_variant
site-csr-carl-beker,CSR CARL BEKER,other,csr carl beker,"","",2026-06-24,041,FALSE,,,,,,mention_only,,,,2026-06-24,1,1,CSR CARL BEKER,""
site-csr-foyer,CSR Foyer,other,csr foyer,"",Tshopo,2026-08-21,099,FALSE,,,,,,mention_only,,,,2026-08-21,1,1,CSR Foyer,""
site-csr-kalivuli,CSR Kalivuli,other,kalivuli,"",Ituri,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,CSR Kalivuli,""
site-csr-kembisa,CSR Kembisa,other,kembisa,Poko,Bas-Uele,2026-09-04,113,FALSE,,,,,,mention_only,,,,2026-09-04,1,1,CSR Kembisa,""
site-csr-lembabo,CSR Lembabo,other,lembabo,Bunia,Ituri,2026-05-23,009,FALSE,,,,,,mention_only,,,,2026-06-30,3,3,CSR Lembabo; CSR LEMBABO,possible_spelling_variant
site-csr-limba,CSR Limba,other,limba,Viadana,Bas-Uele,2026-09-03,112,FALSE,,,,,,mention_only,,,,2026-09-03,1,1,CSR Limba,""
site-csr-lombale,CSR Lombale,other,lombale,"",Tshopo,2026-08-30,108,FALSE,,,,,,mention_only,,,,2026-08-30,1,1,CSR Lombale,""
site-csr-matete,CSR Matete,other,matete,Mangobo,Tshopo,2026-08-21,099,FALSE,,,,,,mention_only,,,,2026-08-21,1,1,CSR Matete,possible_spelling_variant
site-csr-nyangaray,CSR Nyangaray,other,nyangaray,Bambu,Ituri,2026-06-05,022,FALSE,,,,,,mention_only,,,,2026-06-05,1,1,CSR Nyangaray,""
site-csr-rubi-lisanga,CSR Rubi Lisanga,other,rubi lisanga,Buta,Bas-Uele,2026-09-04,113,FALSE,,,,,,mention_only,,,,2026-09-04,1,1,CSR Rubi Lisanga,possible_spelling_variant
site-csr-rvd-mokili,CSR Rvd Mokili,other,csr rvd mokili,"",Tshopo,2026-07-22,069,FALSE,,,,,,mention_only,,,,2026-07-22,1,1,CSR Rvd Mokili,""
site-csr-shari,CSR Shari,other,shari,"","",2026-06-18,035,FALSE,,,,,,mention_only,,,,2026-06-18,1,1,CSR Shari,""
site-csr-sota,CSR de SOTA,other,sota,Nyankunde,Ituri,2026-06-19,036,FALSE,,,,,,mention_only,,,,2026-07-03,3,3,CSR de SOTA; CSR Sota; CSR SOTA,""
site-csr-st-joseph,CSR St Joseph,other,st joseph,"",Tshopo,2026-07-24,071,FALSE,,,,,,mention_only,,,,2026-07-24,1,1,CSR St Joseph,""
site-csr-zengo,CSR Zengo,other,zengo,Bambu,Ituri,2026-06-05,022,FALSE,,,,,,mention_only,,,,2026-06-05,1,1,CSR Zengo,""
site-cug,CUG,other,cug,"",Nord-Kivu,2026-08-03,081,FALSE,,,,,,mention_only,,,,2026-08-04,2,2,CUG,""
site-damas,Damas,other,damas,Damas,Ituri,2026-06-04,021,FALSE,,,,,,mention_only,,,,2026-06-04,1,1,Damas,""
site-dele,DELE,other,dele,Rwampara,Ituri,2026-05-19,005,FALSE,,,,,,mention_only,,,,2026-05-19,1,1,DELE,""
site-disp-nya-kalunga-makuha,Disp Nya Kalunga Makuha,other,disp nya kalunga makuha,"",Nord-Kivu,2026-06-06,023,FALSE,,,,,,mention_only,,,,2026-06-06,1,1,Disp Nya Kalunga Makuha,""
site-dispensaire-afia-bora,"Dispensaire, Afia Bora",other,dispensaire afia bora,"","",2026-06-29,046,TRUE,,,,,,mention_only,,,,2026-06-30,2,2,"Dispensaire, Afia Bora",""
site-dispensaire-bora-uzima,Dispensaire Bora Uzima,other,dispensaire bora uzima,Beni,Nord-Kivu,2026-06-18,035,FALSE,,,,,,mention_only,,,,2026-06-18,1,1,Dispensaire Bora Uzima,""
site-dispensaire-charite,Dispensaire la Charité,other,dispensaire charite,"","",2026-06-11,028,FALSE,,,,,,mention_only,,,,2026-06-11,1,1,Dispensaire la Charité,""
site-dispensaire-espoir,Dispensaire de l’Espoir,other,dispensaire espoir,Beni,Nord-Kivu,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,Dispensaire de l’Espoir,""
site-dispensaire-felicite,dispensaire Félicité,other,dispensaire felicite,Katwa,Nord-Kivu,2026-06-16,033,FALSE,,,,,,mention_only,,,,2026-06-16,1,1,dispensaire Félicité,""
site-dispensaire-fonarev,dispensaire FONAREV,other,dispensaire fonarev,"",Tshopo,2026-07-31,078,FALSE,,,,,,mention_only,,,,2026-07-31,1,1,dispensaire FONAREV,""
site-dispensaire-imani-bora,Dispensaire Imani Bora,other,dispensaire imani bora,Beni,Nord-Kivu,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,Dispensaire Imani Bora,""
site-dispensaire-katoka,Dispensaire Katoka,other,katoka,Beni,Nord-Kivu,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,Dispensaire Katoka,""
site-dispensaire-mavondo,Dispensaire Mavondo,other,katwa,Katwa,Nord-Kivu,2026-06-17,034,FALSE,,,,,,mention_only,,,,2026-06-17,1,1,Dispensaire Mavondo,""
site-dispensaire-mumole,dispensaire Mumole,other,mumole,Kyondo,Nord-Kivu,2026-08-23,101,FALSE,,,,,,mention_only,,,,2026-08-23,1,1,dispensaire Mumole,""
site-dispensaire-pids,dispensaire PIDS,other,mangote,"",Nord-Kivu,2026-09-06,115,FALSE,,,,,,mention_only,,,,2026-09-06,1,1,dispensaire PIDS,""
site-dispensaire-sagesse-divine,dispensaire Sagesse Divine,other,dispensaire sagesse divine,"",Nord-Kivu,2026-08-14,092,FALSE,,,,,,mention_only,,,,2026-08-14,1,1,dispensaire Sagesse Divine,""
site-dispensaire-sifa,dispensaire Sifa,other,sifa,"",Nord-Kivu,2026-09-07,116,FALSE,,,,,,mention_only,,,,2026-09-07,1,1,dispensaire Sifa,""
site-dispensaire-soins-traditionnels-kiheri,Dispensaire de soins traditionnels Kiheri,other,dispensaire soins traditionnels kiheri,Musienene,"",2026-07-10,057,FALSE,,,,,,mention_only,,,,2026-07-10,1,1,Dispensaire de soins traditionnels Kiheri,""
site-dispensaire-tuha,Dispensaire Tuha,other,tuha,Beni,Nord-Kivu,2026-07-03,050,FALSE,,,,,,mention_only,,,,2026-07-03,1,1,Dispensaire Tuha,""
site-dispensaire-virunga,dispensaire Virunga,other,virunga,Karisimbi,Nord-Kivu,2026-09-08,117,FALSE,,,,,,mention_only,,,,2026-09-08,1,1,dispensaire Virunga,""
site-dispensaires-guerison-divine,dispensaires Guérison Divine,other,dispensaires guerison divine,Beni,Nord-Kivu,2026-09-05,114,FALSE,,,,,,mention_only,,,,2026-09-05,1,1,dispensaires Guérison Divine,""
site-dispensaires-lukogho,dispensaires Lukogho,other,dispensaires lukogho,"",Nord-Kivu,2026-09-09,118,FALSE,,,,,,mention_only,,,,2026-09-09,1,1,dispensaires Lukogho,""
site-drodro,Drodro,other,drodro,Drodro,Ituri,2026-06-04,021,FALSE,,,,,,mention_only,,,,2026-06-04,1,1,Drodro,""
site-ess-kalagane,ESS Kalagane,other,kalagane,Nyantende,Sud-Kivu,2026-06-08,025,FALSE,,,,,,mention_only,,,,2026-06-08,1,1,ESS Kalagane,possible_host_variant
site-grace-dieu,la Grâce de Dieu,other,grace dieu,"",Ituri,2026-06-08,025,FALSE,,,,,,mention_only,,,,2026-06-08,1,1,la Grâce de Dieu,""
site-hc-kisangani,HC de Kisangani,other,kisangani,Makiso Kisangani,Tshopo,2026-08-04,082,FALSE,,,,,,mention_only,,,,2026-08-11,3,3,HC de Kisangani; HC Kisangani,possible_same_site
site-hgr-aru,HGR/Aru,other,aru,Aru,Ituri,2026-06-27,044,TRUE,,,,,,mention_only,,,,2026-06-27,1,1,HGR/Aru,possible_host_variant;possible_same_site
site-hgr-bafwasende,HGR Bafwasende,other,bafwasende,Bafwasende,Tshopo,2026-08-30,108,FALSE,,,,,,mention_only,,,,2026-09-02,3,3,HGR Bafwasende,""
site-hgr-beni,HGR de Beni,other,beni,Beni,Nord-Kivu,2026-07-02,049,FALSE,,,,,2026-07-02,operating,2026-07-02,,,2026-08-31,10,10,HGR Beni; HGR de Beni,possible_host_variant;possible_same_site
site-hgr-bunia,HGR-Bunia,other,bunia,Bunia,Ituri,2026-05-20,006,FALSE,,,,,,mention_only,,,,2026-06-04,7,7,HGR-Bunia,possible_host_variant;possible_same_site
site-hgr-cinquantenaire,HGR Cinquantenaire,other,cinquantenaire,Makiso Kisangani,Tshopo,2026-08-16,094,FALSE,,,,,,mention_only,,,,2026-08-16,1,1,HGR Cinquantenaire,possible_host_variant
site-hgr-isiro,HGR d’Isiro,other,isiro,Isiro,Haut-Uele,2026-07-13,060,FALSE,2026-07-13,,,,2026-08-18,operating,2026-08-18,,,2026-09-09,6,6,HGR d’Isiro; HGR Isiro,possible_host_variant;possible_same_site
site-hgr-kabondo,HGR Kabondo,other,kabondo,Kabondo,Tshopo,2026-09-03,112,FALSE,,,,,,mention_only,,,,2026-09-03,1,1,HGR Kabondo,""
site-hgr-kyondo,HGR de Kyondo,other,kyondo,Kyondo,Nord-Kivu,2026-06-27,044,TRUE,,,,,,mention_only,,,,2026-08-14,2,2,HGR de Kyondo,""
site-hgr-likati,HGR de Likati,other,likati,Likati,Bas-Uele,2026-08-19,097,FALSE,,,,,,mention_only,,,,2026-08-19,1,1,HGR de Likati,""
site-hgr-lita,HGR de Lita,other,lita,Lita,Ituri,2026-05-24,010,FALSE,,,,,,mention_only,,,,2026-08-15,2,2,HGR de Lita; HGR Lita,""
site-hgr-logo,HGR de la Zone de Santé de Logo,other,logo,Logo,Ituri,2026-07-17,064,TRUE,,,,,,mention_only,,,,2026-07-17,1,1,HGR de la Zone de Santé de Logo,possible_host_variant;possible_same_host
site-hgr-lolwa,HGR LOLWA,other,lolwa,Lolwa,Ituri,2026-05-23,009,FALSE,,,,,,mention_only,,,,2026-05-23,1,1,HGR LOLWA,""
site-hgr-makiso,HGR Makiso,other,makiso,Makiso Kisangani,Tshopo,2026-07-23,070,FALSE,,,,,,mention_only,,,,2026-08-24,3,3,HGR Makiso,possible_same_host
site-hgr-makiso-kisangani,HGR Makiso-Kisangani,other,makiso kisangani,Makiso Kisangani,Tshopo,2026-08-03,081,FALSE,,,,,2026-09-12,operating,2026-09-12,,,2026-09-13,17,17,HGR Makiso-Kisangani,possible_same_host;possible_same_site
site-hgr-mangobo,HGR Mangobo,other,mangobo,Mangobo,Tshopo,2026-08-21,099,FALSE,,,,,,mention_only,,,,2026-09-09,2,2,HGR Mangobo,""
site-hgr-matanda,HGR Matanda,other,matanda,"","",2026-06-15,032,FALSE,,,,,,mention_only,,,,2026-06-15,1,1,HGR Matanda,possible_host_variant;possible_spelling_variant
site-hgr-mogbwalu,HGR Mogbwalu,other,mongbwalu,Mongbwalu,Ituri,2026-05-24,010,FALSE,,,,,,mention_only,,,,2026-05-24,1,1,HGR Mogbwalu,possible_spelling_variant
site-hgr-mongbwalu,HGR de Mongbwalu,other,mongbwalu,Mongbwalu,Ituri,2026-05-17,002,FALSE,,,,,,mention_only,,,,2026-05-17,1,1,HGR de Mongbwalu,possible_same_site;possible_spelling_variant
site-hgr-mongwalu,HGR-Mongwalu,other,mongwalu,Mongbwalu,Ituri,2026-05-19,005,FALSE,,,,,,mention_only,,,,2026-05-28,3,3,HGR Mongwalu; HGR-Mongwalu,possible_spelling_variant
site-hgr-nundu,HGR Nundu,other,nundu,Nundu,Sud-Kivu,2026-06-23,040,FALSE,,,,,,mention_only,,,,2026-06-23,1,1,HGR Nundu,""
site-hgr-nyankunde,HGR/Nyankunde,other,nyankunde,Nyankunde,Ituri,2026-06-27,044,TRUE,,,,,,mention_only,,,,2026-06-27,1,1,HGR/Nyankunde,possible_host_variant;possible_same_site
site-hgr-rwampara,HGR/Rwampara,other,rwampara,Rwampara,Ituri,2026-05-20,006,FALSE,2026-06-27,,,,,under_construction,2026-06-27,,,2026-06-27,3,3,HGR-Rwampara; HGR/Rwampara,possible_host_variant;possible_same_site
site-hgr-tshopo,HGR Tshopo,other,tshopo,Tshopo,Tshopo,2026-07-23,070,FALSE,,,,,,mention_only,,,,2026-09-09,3,3,HGR Tshopo,""
site-hgr-viadana,HGR de Viadana,other,viadana,Viadana,Bas-Uele,2026-09-03,112,FALSE,,,,,,mention_only,,,,2026-09-05,3,3,HGR de Viadana; HGR Viadana,""
site-hgr-virunga,HGR Virunga,other,virunga,Karisimbi,Nord-Kivu,2026-06-02,019,FALSE,,,,,,mention_only,,,,2026-06-13,11,11,HGR Virunga,""
site-hgr-zs-ganga,HGR de la ZS de Ganga,other,ganga,Ganga,Bas-Uele,2026-09-02,111,FALSE,,,,,,mention_only,,,,2026-09-02,1,1,HGR de la ZS de Ganga,""
site-hgr-zs-nizi,HGR de la ZS de Nizi,other,nizi,Nizi,Ituri,2026-06-07,024,FALSE,,,,,,mention_only,,,,2026-06-07,1,1,HGR de la ZS de Nizi,""
site-hgr-zs-oicha,HGR de la ZS d’Oicha,other,zs oicha,Oicha,"",2026-06-23,040,FALSE,,,,,,mention_only,,,,2026-06-23,1,1,HGR de la ZS d’Oicha,""
site-hgro,HGRO,other,tenambo,Oïcha,Nord-Kivu,2026-07-06,053,FALSE,,,,,,mention_only,,,,2026-07-06,1,1,HGRO,""
site-hopital-cinquantenaire,hôpital du cinquantenaire,other,kinshasa,"","",2026-06-09,026,FALSE,,,,,,mention_only,,,,2026-06-11,2,2,hôpital du cinquantenaire; hôpital du Cinquantenaire,possible_host_variant
site-hopital-general-logo,Hôpital général de Logo,other,logo,Logo,Ituri,2026-07-17,064,TRUE,,,,,,mention_only,,,,2026-07-17,1,1,Hôpital général de Logo,possible_host_variant;possible_same_host
site-hopital-general-reference-buta,hôpital général de référence de Buta,other,buta,Buta,Bas-Uele,2026-07-26,073,FALSE,,,,,,mention_only,,,,2026-07-26,1,1,hôpital général de référence de Buta,""
