province,health_zone,health_area,locality,facility_type,facility_name,grid3id
Nord-Kivu,Biena,Mateto,,Centre de Santé,Mateto,Acasus_26B8612D08
Nord-Kivu,Biena,Mateto,,Poste de Santé,Matou,WHO_Ebola_3B67A74F6A
Nord-Kivu,Biena,Mateto,,Poste de Santé,Melga,WHO_Ebola_F8B0C5BFFE
Nord-Kivu,Biena,Mateto,,Poste de Santé,Rafa,WHO_Ebola_1E389CA161
Nord-Kivu,Biena,Mateto,,Site Soin Communautaire,Sebu,WHO_Ebola_C234D3343A
Nord-Kivu,Biena,Mateto,,Poste de Santé,Singyambale,WHO_Ebola_38B0875932
Nord-Kivu,Biena,Mateto,,Poste de Santé,Vingyo,WHO_Ebola_A1C6072479
Nord-Kivu,Biena,Mateto,,Poste de Santé,Vusayiro,WHO_Ebola_E64F8688BD
Nord-Kivu,Biena,Mateto,,Poste de Santé,Vusimba,WHO_Ebola_046FAF0E4C
Nord-Kivu,Biena,Mateto,,Poste de Santé,Yesu Yu Hai,WHO_Ebola_EC42EFB939
Nord-Kivu,Biena,Mausa,,Poste de Santé,Mausa,Acasus_E41BA1704A
Nord-Kivu,Biena,Musenge,,Poste de Santé,Bakanja,WHO_Ebola_5DC5EC16E1
Nord-Kivu,Biena,Musenge,,Poste de Santé,Cbca Musenge,WHO_Ebola_A302F782A8
Nord-Kivu,Biena,Musenge,,Poste de Santé,Kunungu,WHO_Ebola_57D808F238
Nord-Kivu,Biena,Musenge,,Centre de Santé,Musenge,Acasus_B3270FB2EA
Nord-Kivu,Biena,Musenge,,Centre de Santé,Poe Musenge,WHO_Ebola_3FA2511137
Nord-Kivu,Biena,Pombi,,Poste de Santé,Afia Njema Mambya,WHO_Ebola_916DBFE907
Nord-Kivu,Biena,Pombi,,Poste de Santé,Bakoma,WHO_Ebola_BDAC006762
Nord-Kivu,Biena,Pombi,,Poste de Santé,Katerrain,WHO_Ebola_7ED60E84B7
Nord-Kivu,Biena,Pombi,,Poste de Santé,Losse,WHO_Ebola_BD00B9F824
Nord-Kivu,Biena,Pombi,,Poste de Santé,Mangalala,WHO_Ebola_9BEB12ACA7
Nord-Kivu,Biena,Pombi,,Poste de Santé,Ngere,WHO_Ebola_232DEE1FF2
Nord-Kivu,Biena,Pombi,,Centre de Santé,Pombi,Acasus_0F314AEF3A
Nord-Kivu,Biena,Somea,,Poste de Santé,Cbca,WHO_Ebola_25103DDB2D
Nord-Kivu,Biena,Somea,,Centre de Santé,Somea,Acasus_FF4A911DAF
Nord-Kivu,Biena,Somea,,Poste de Santé,Tulizeni Kyanganda,WHO_Ebola_0DA80D62AB
Nord-Kivu,Binza,Buramba,,Centre de Santé,Buramba,Acasus_6A5CA5159F
Nord-Kivu,Binza,Buramba,,Poste de Santé,Cbca Buramba,WHO_Ebola_4231CA14BD
Nord-Kivu,Binza,Camps 5 Heures,,Centre de Santé,Camps 5 Heures,Acasus_9C3A2BAC32
Nord-Kivu,Binza,Ishasha,,Centre de Santé,Ishasha,Acasus_61B84405EC
Nord-Kivu,Binza,Ishasha,,Dispensaire,Pole Pole,WHO_Ebola_E20F013252
Nord-Kivu,Binza,Kasave,,Centre de Santé,Kasave,Acasus_FDD3D071AC
Nord-Kivu,Binza,Katwiguru,,Poste de Santé,Cbce Katwiguru,WHO_Ebola_108C315341
Nord-Kivu,Binza,Katwiguru,,Centre de Santé,Katwiguru,Acasus_29B9D4E8E4
Nord-Kivu,Binza,Kiseguru,,Dispensaire,Graben,WHO_Ebola_6F618B8DF0
Nord-Kivu,Binza,Kiseguru,,Poste de Santé,Hekima,WHO_Ebola_0491E42D54
Nord-Kivu,Binza,Kiseguru,,Poste de Santé,Kiseguru,WHO_Ebola_8B64488975
Nord-Kivu,Binza,Kiseguru,,Centre de Santé,Kiseguru,Acasus_69BDBDED78
Nord-Kivu,Binza,Kiseguru,,Poste de Santé,Uzima,WHO_Ebola_4D2C23E013
Nord-Kivu,Binza,Kisharo,,Centre de Santé de Référence,Kisharo,Acasus_50D8426134
Nord-Kivu,Binza,Munyaga,,Centre de Santé,Munyaga,Acasus_EB84CE8F1D
Nord-Kivu,Binza,Nyabanira,,Centre de Santé,Nyabanira,Acasus_8F6399CA75
Nord-Kivu,Binza,Nyakahanga,,Centre de Santé,Nyakahanga,Acasus_B17B5B33D3
Nord-Kivu,Binza,Nyakakoma,,Centre de Santé,Nyakakoma,Acasus_0A212DDF3A
Nord-Kivu,Binza,Nyakakoma,,Dispensaire,Tuwe Na Imani,WHO_Ebola_A23E4B8FA0
Nord-Kivu,Binza,Nyamilima,,Poste de Santé,Dieu Donnee,WHO_Ebola_61C049C8DC
Nord-Kivu,Binza,Nyamilima,,Poste de Santé,Kibwekire,WHO_Ebola_6CC102EDCB
Nord-Kivu,Binza,Nyamilima,,Bureau Central de la Zone de Santé,Nyamilima,WHO_Ebola_FA2D75BB03
Nord-Kivu,Binza,Nyamilima,,Hôpital Général de Référence,Nyamilima,WHO_Ebola_C4371526F8
Nord-Kivu,Binza,Nyamilima,,Centre de Santé,Nyamilima,Acasus_7F4A0B1D2B
Nord-Kivu,Binza,Nyamilima,,Poste de Santé,Patho Services,WHO_Ebola_4FE6EFE453
Nord-Kivu,Binza,Nyaruhange,,Dispensaire,Bugusa,WHO_Ebola_A44D234A23
Nord-Kivu,Binza,Nyaruhange,,Poste de Santé,Cbce Buganza,WHO_Ebola_A142D0B1ED
Nord-Kivu,Binza,Nyaruhange,,Centre de Santé,Nyaruhange,Acasus_1E0938532C
Nord-Kivu,Birambizo,Birambizo,,Hôpital Général de Référence,Birambizo,DHIS2_7CCF299A00
Nord-Kivu,Birambizo,Birambizo,,Centre de Santé,Birambizo,Acasus_0F57B397F2
Nord-Kivu,Birambizo,Bishusha,,Centre de Santé de Référence,Bishusha,Acasus_0C61CCC8C7
Nord-Kivu,Birambizo,Bwiza,,Centre de Santé,Bwiza,Acasus_DDC2B99ADE
Nord-Kivu,Birambizo,JTN,,Centre de Santé,Jtn,Acasus_A970979340
Nord-Kivu,Birambizo,Kahe,,Centre de Santé,Kahe Colline,Acasus_6FBA171051
Nord-Kivu,Birambizo,Kanyangohe,,Centre de Santé,Kanyangohe,Acasus_6E8B0F7809
Nord-Kivu,Birambizo,Katsiru,,Centre de Santé,Katsiru,Acasus_68685E99ED
Nord-Kivu,Birambizo,Kizimba,,Centre de Santé,Kizimba,Acasus_1DEEB4D8F3
Nord-Kivu,Birambizo,Luya,,Centre de Santé,Luya,Acasus_476FD66292
Nord-Kivu,Birambizo,Mulimbi,,Centre de Santé,Mulimbi,Acasus_AEB25ACD5C
Nord-Kivu,Birambizo,Mushebere,,Centre de Santé,Mushebere,Acasus_29CF1AD536
Nord-Kivu,Birambizo,Ngogholo,,Centre de Santé,Ngogholo,Acasus_FF8D490BD6
Nord-Kivu,Birambizo,Rusekera,,Centre de Santé,Rusekera,Acasus_2455EFF57D
Nord-Kivu,Birambizo,Rwindi,,Centre de Santé,Rwindi,Acasus_0B38BED8FE
Nord-Kivu,Butembo,Katsya,,Dispensaire,Bethesaida,WHO_Ebola_0BDD0576C0
Nord-Kivu,Butembo,Katsya,,Clinique,Dieu Vivant,DHIS2_F95C1F3E87
Nord-Kivu,Butembo,Katsya,,Dispensaire,Exauce 2,WHO_Ebola_B4DBF2D3D9
Nord-Kivu,Butembo,Katsya,,Polyclinque,Istm,WHO_Ebola_6AF06314FA
Nord-Kivu,Butembo,Katsya,,Centre de Santé,Katsya,Acasus_24C0028CE9
Nord-Kivu,Butembo,Katsya,,Poste de Santé,La Geurison,WHO_Ebola_04EF8E84DA
Nord-Kivu,Butembo,Katsya,,Dispensaire,Neema,WHO_Ebola_8C1A44AC5B
Nord-Kivu,Butembo,Kyangike,,Poste de Santé,Bellevue,WHO_Ebola_8FD495E1A8
Nord-Kivu,Butembo,Kyangike,,Poste de Santé,Kitatumba,WHO_Ebola_0C147CF81F
Nord-Kivu,Butembo,Kyangike,,Hôpital Général de Référence,Kitatumba,WHO_Ebola_D1806C4006
Nord-Kivu,Butembo,Kyangike,,Centre de Santé,Kyangike,Acasus_8BAF858285
Nord-Kivu,Butembo,Kyangike,,Dispensaire,Maarifa,WHO_Ebola_72E66B8229
Nord-Kivu,Butembo,Kyangike,,Dispensaire,Martin Luther,WHO_Ebola_2E44FC6557
Nord-Kivu,Butembo,Kyangike,,Poste de Santé,Ngandi Lama,WHO_Ebola_C3B0A41D2B
Nord-Kivu,Butembo,Kyangike,,Centre Hopitalier,Rmpat Codaipa,WHO_Ebola_D79B076193
Nord-Kivu,Butembo,Kyangike,,Poste de Santé,Umoja Wetu,WHO_Ebola_5E81A86272
Nord-Kivu,Butembo,Makasi,,Bureau Central de la Zone de Santé,Butembo,WHO_Ebola_3CCC991E50
Nord-Kivu,Butembo,Makasi,,Centre Hopitalier,Cbca,WHO_Ebola_F3FD180915
Nord-Kivu,Butembo,Makasi,,Centre Hopitalier,Fepsi,DHIS2_131DE630EC
Nord-Kivu,Butembo,Makasi,,Clinique,La Lumiere,WHO_Ebola_46B887FC39
Nord-Kivu,Butembo,Makasi,,Dispensaire,Labo St Joseph,WHO_Ebola_3419060FF5
Nord-Kivu,Butembo,Makasi,,Centre de Santé,Makasi,Acasus_D84B3BC501
Nord-Kivu,Butembo,Makasi,,Centre Hopitalier,Mama Poppa,DHIS2_967599F205
Nord-Kivu,Butembo,Malende,,Dispensaire,Imani Huponya,WHO_Ebola_53B87CFDF3
Nord-Kivu,Butembo,Malende,,Centre Médical,Malende,DHIS2_7027BB4A7B
Nord-Kivu,Butembo,Malende,,Centre de Santé,Malende,Acasus_35BE4A65BF
Nord-Kivu,Butembo,Mama Musayi,,Centre de Santé,Banque Sang,WHO_Ebola_F0F2F7739A
Nord-Kivu,Butembo,Mama Musayi,,Poste de Santé,Changilieni,WHO_Ebola_132B56738E
Nord-Kivu,Butembo,Mama Musayi,,Centre Médical,Ishara,WHO_Ebola_979594A2FC
Nord-Kivu,Butembo,Mama Musayi,,Centre Hopitalier,La Pnc,WHO_Ebola_D032E758CC
Nord-Kivu,Butembo,Mama Musayi,,Centre Médical,Labo Pedro,WHO_Ebola_6F280DF19B
Nord-Kivu,Butembo,Mama Musayi,,Centre de Santé,Mama Musayi,Acasus_F76F3EEAFF
Nord-Kivu,Butembo,Mama Musayi,,Centre Hopitalier,Mama Musayi,WHO_Ebola_FED447518B
Nord-Kivu,Butembo,Mama Musayi,,Poste de Santé,Notre Dame Grace,WHO_Ebola_C6D61A98AE
Nord-Kivu,Butembo,Mama Musayi,,Poste de Santé,Pere Morand Kleiber,WHO_Ebola_4C46F1AEA4
Nord-Kivu,Butembo,Mama Musayi,,Clinique,Tout Est Grace,WHO_Ebola_AFA2FC7CEE
Nord-Kivu,Butembo,Mama Musayi,,Centre Médical,Ziada,WHO_Ebola_A0B2E987F3
Nord-Kivu,Butembo,Matanda,,Centre Médical,Cmc Luvika,WHO_Ebola_06EF642DFF
Nord-Kivu,Butembo,Matanda,,Dispensaire,Kasongomi,DHIS2_F20D06C775
Nord-Kivu,Butembo,Matanda,,Clinique,La Merveille,WHO_Ebola_E2F6E8BF71
Nord-Kivu,Butembo,Matanda,,Dispensaire,La Paix Musavuli,WHO_Ebola_C71CF13714
Nord-Kivu,Butembo,Matanda,,Dispensaire,La Verite,WHO_Ebola_4F49151CA5
Nord-Kivu,Butembo,Matanda,,Centre Médical,Labo D'Analyse Bio,WHO_Ebola_F77B50920B
Nord-Kivu,Butembo,Matanda,,Dispensaire,Labo Uhuru,WHO_Ebola_83ECDB9B65
Nord-Kivu,Butembo,Matanda,,Centre de Santé,Matanda,Acasus_3961ADEE19
Nord-Kivu,Butembo,Matanda,,Centre Hopitalier,Neuro Psychiatrique Cepima,WHO_Ebola_CFAA7F835F
Nord-Kivu,Butembo,Matanda,,Poste de Santé,Ngalu,WHO_Ebola_73EE3CA3C0
Nord-Kivu,Butembo,Matanda,,Dispensaire,Pediatrique Pere Abraham,WHO_Ebola_7E5F50A9AE
Nord-Kivu,Butembo,Matanda,,Poste de Santé,Rapha,WHO_Ebola_091BABF1D1
Nord-Kivu,Butembo,Matanda,,Clinique,World Symbiose,WHO_Ebola_6A180A3488
Nord-Kivu,Butembo,Mondo,,Poste de Santé,Bahati Kwetu,WHO_Ebola_4ABB4F262F
Nord-Kivu,Butembo,Mondo,,Poste de Santé,Bon Samaritain,WHO_Ebola_031B2EE40B
Nord-Kivu,Butembo,Mondo,,Centre Hopitalier,Coeur Immacule,WHO_Ebola_517FC640B8
Nord-Kivu,Butembo,Mondo,,Centre Hopitalier,Mahamba,WHO_Ebola_70183AC695
Nord-Kivu,Butembo,Mondo,,Centre de Santé,Mondo,Acasus_95EBD13294
Nord-Kivu,Butembo,Mondo,,Dispensaire,Saint Francois,WHO_Ebola_91BC687933
Nord-Kivu,Butembo,Munzambaye,,Dispensaire,Anuarite,WHO_Ebola_8712CB38D4
Nord-Kivu,Butembo,Munzambaye,,Centre Médical,Baraka,DHIS2_265F753B28
Nord-Kivu,Butembo,Munzambaye,,Centre Hopitalier,Baraka,WHO_Ebola_0B817B1D10
Nord-Kivu,Butembo,Munzambaye,,Dispensaire,Furahini,WHO_Ebola_C5BA49D1B6
Nord-Kivu,Butembo,Munzambaye,,Poste de Santé,Kasimangala,WHO_Ebola_47BAF2A8F9
Nord-Kivu,Butembo,Munzambaye,,Centre Hopitalier,La Charite,WHO_Ebola_ACF2287192
Nord-Kivu,Butembo,Munzambaye,,Dispensaire,Le Rock,WHO_Ebola_5A408C65BC
Nord-Kivu,Butembo,Munzambaye,,Centre de Santé,Munzambaye,Acasus_171AF99BB1
Nord-Kivu,Butembo,Munzambaye,,Poste de Santé,Ngere,DHIS2_14ECA72365
Nord-Kivu,Butembo,Munzambaye,,Poste de Santé,Nuru Komba,WHO_Ebola_1991CB2B62
Nord-Kivu,Butembo,Munzambaye,,Poste de Santé,Vuteghe,DHIS2_818B4D9998
Nord-Kivu,Butembo,Ngengere,,Poste de Santé,Ngengere,WHO_Ebola_E5C66F693E
Nord-Kivu,Butembo,Ngengere,,Centre de Santé,Ngengere,Acasus_B369518817
Nord-Kivu,Butembo,Ngengere,,Dispensaire,Tuliza Avo,WHO_Ebola_96CFED831B
Nord-Kivu,Butembo,Ngengere,,Dispensaire,Vivuya Ngengere,WHO_Ebola_B9C4F837AB
Nord-Kivu,Butembo,Ngengere,,Poste de Santé,Vuhesi,WHO_Ebola_6FC47D332C
Nord-Kivu,Butembo,Vulamba,,Dispensaire,Gloria,WHO_Ebola_313168B102
Nord-Kivu,Butembo,Vulamba,,Dispensaire,Vivuya,WHO_Ebola_E5342A0EA9
Nord-Kivu,Butembo,Vulamba,,Centre de Santé,Vulamba,Acasus_B2A8197CFD
Nord-Kivu,Butembo,Vulamba,,Poste de Santé,Vusesa,WHO_Ebola_6FF113DAA9
Nord-Kivu,Butembo,Vulindi,,Poste de Santé,Buyonga,DHIS2_8A0939A710
Nord-Kivu,Butembo,Vulindi,,Centre Hopitalier,Mwangaza,WHO_Ebola_DC903394EA
Nord-Kivu,Butembo,Vulindi,,Centre Hopitalier,Saint Camille,WHO_Ebola_160427E5F7
Nord-Kivu,Butembo,Vulindi,,Centre de Santé,Vulindi,Acasus_96F2536DCF
Nord-Kivu,Butembo,Vusenzera,,Centre de Santé,Vusenzera,Acasus_1C4BC232AB
Nord-Kivu,Butembo,Vutetse,,Dispensaire,Afya Bora,WHO_Ebola_486A18C251
Nord-Kivu,Butembo,Vutetse,,Dispensaire,Amani,WHO_Ebola_8A7EBD9E6F
Nord-Kivu,Butembo,Vutetse,,Dispensaire,Felicite,WHO_Ebola_00A0EE8E6F
Nord-Kivu,Butembo,Vutetse,,Centre Hopitalier,Furaha,WHO_Ebola_8E6279F9D0
Nord-Kivu,Butembo,Vutetse,,Dispensaire,Goel,WHO_Ebola_FEE76AB7E6
Nord-Kivu,Butembo,Vutetse,,Centre Hopitalier,Heal And Heal,WHO_Ebola_55A05E814A
Nord-Kivu,Butembo,Vutetse,,Dispensaire,La Confiance,DHIS2_8538E59566
Nord-Kivu,Butembo,Vutetse,,Dispensaire,Lobiko,WHO_Ebola_8ABF91628C
Nord-Kivu,Butembo,Vutetse,,Dispensaire,Missionnaire,WHO_Ebola_6EF3B094FA
Nord-Kivu,Butembo,Vutetse,,Dispensaire,Semliki,WHO_Ebola_B26B9C70FD
Nord-Kivu,Butembo,Vutetse,,Centre Médical,Usalama,WHO_Ebola_6D91CD86B3
Nord-Kivu,Butembo,Vutetse,,Centre de Santé,Vutetse,Acasus_37E5EDDCFB
Nord-Kivu,Butembo,Vutike,,Poste de Santé,Afya Ni Mali,WHO_Ebola_E4ED3A9C13
Nord-Kivu,Butembo,Vutike,,Centre Hopitalier,Churuliko,WHO_Ebola_BD8B3F5E82
Nord-Kivu,Butembo,Vutike,,Poste de Santé,El Shaddai,WHO_Ebola_6B56C05F32
Nord-Kivu,Butembo,Vutike,,Dispensaire,Furu,WHO_Ebola_D52C832D92
Nord-Kivu,Butembo,Vutike,,Poste de Santé,La Grace,WHO_Ebola_1638F0B953
Nord-Kivu,Butembo,Vutike,,Centre Médical,Labo D'Analyse Ell Shadai,WHO_Ebola_2F725974C0
Nord-Kivu,Butembo,Vutike,,Poste de Santé,Mapendo,WHO_Ebola_390DD8151E
Nord-Kivu,Butembo,Vutike,,Poste de Santé,Omulamo,WHO_Ebola_472116DBEA
Nord-Kivu,Butembo,Vutike,,Poste de Santé,Tumaini La Afia,WHO_Ebola_C3B2B730F4
Nord-Kivu,Butembo,Vutike,,Poste de Santé,Uhuru,WHO_Ebola_7EFF98D574
Nord-Kivu,Butembo,Vutike,,Dispensaire,Umoja Wetu,WHO_Ebola_E0DD5B996B
Nord-Kivu,Butembo,Vutike,,Centre Hopitalier,Uor,WHO_Ebola_4F5066D179
Nord-Kivu,Butembo,Vutike,,Clinique,Uor,DHIS2_02FB3ADA57
Nord-Kivu,Butembo,Vutike,,Centre de Santé,Vutike,Acasus_9E2C897148
Nord-Kivu,Butembo,Vutsundo,,Poste de Santé,Bora Uzima,WHO_Ebola_D44F209125
Nord-Kivu,Butembo,Vutsundo,,Dispensaire,Katali,WHO_Ebola_67FB436523
Nord-Kivu,Butembo,Vutsundo,,Poste de Santé,Maranatha,WHO_Ebola_3AD7D9BC9D
Nord-Kivu,Butembo,Vutsundo,,Centre Médical,Sacre Coeur De Jesus,DHIS2_D7B85427B1
Nord-Kivu,Butembo,Vutsundo,,Dispensaire,Sainte Trinite,DHIS2_844C167C58
Nord-Kivu,Butembo,Vutsundo,,Clinique,Ucg,WHO_Ebola_0DEA4120BE
Nord-Kivu,Butembo,Vutsundo,,Dispensaire,Vasingya,WHO_Ebola_DF8F3EDC0F
Nord-Kivu,Butembo,Vutsundo,,Poste de Santé,Vuteghe,WHO_Ebola_E04DAB4D94
Nord-Kivu,Butembo,Vutsundo,,Centre de Santé,Vutsundo,Acasus_30BD3B92AE
Nord-Kivu,Butembo,Vuvatsi,,Dispensaire,Chrinovic,WHO_Ebola_82F25ADAB4
Nord-Kivu,Butembo,Vuvatsi,,Centre Hopitalier,Esperence Vuswaha,WHO_Ebola_2AF8AE6777
Nord-Kivu,Butembo,Vuvatsi,,Centre Médical,Schola,DHIS2_A15C2B4806
Nord-Kivu,Butembo,Vuvatsi,,Poste de Santé,St Victoire,WHO_Ebola_F6657BDA78
Nord-Kivu,Butembo,Vuvatsi,,Centre de Santé,Vuvatsi,Acasus_7F27D73750
Nord-Kivu,Butembo,Vuvatsi,,Poste de Santé,Vuvatsi Cebce,WHO_Ebola_4DA051AF63
Nord-Kivu,Goma,Buhimba,,Centre de Santé,Buhimba,Acasus_2948162FD6
Nord-Kivu,Goma,CASOP,,Centre de Santé,Casop,Acasus_11E110E478
Nord-Kivu,Goma,CCLK,,Centre de Santé,Cclk,Acasus_F759B7E0DB
Nord-Kivu,Goma,CCLK,,Centre Médical,Dieu D'Abord,DHIS2_D5707584CA
Nord-Kivu,Goma,Carmel,,Centre de Santé,Carmel,Acasus_A448E96AC8
Nord-Kivu,Goma,Carmel,,Centre Médical,Cbca Himbi,WHO_Ebola_380E1ECC60
Nord-Kivu,Goma,Carmel,,Centre de Santé,Cedigo,WHO_Ebola_B8C91CEB3A
Nord-Kivu,Goma,Heal Africa,,Centre de Santé,Heal Africa,Acasus_2C9D35C45B
Nord-Kivu,Goma,Heal Africa,,Hôpital,Heal Africa,DHIS2_82A67A1AA2
Nord-Kivu,Goma,Heal Africa,,Centre Hopitalier,Shifaa,WHO_Ebola_F64E07F98E
Nord-Kivu,Goma,Himbi,,Dispensaire,Afia Maendeleo,WHO_Ebola_EB470E9553
Nord-Kivu,Goma,Himbi,,Dispensaire,Afia Yetu,WHO_Ebola_E2E2860229
Nord-Kivu,Goma,Himbi,,Centre Hopitalier,Docs La Grace,WHO_Ebola_DEB18FE20A
Nord-Kivu,Goma,Himbi,,Centre Médical,Hdw,WHO_Ebola_C60C872A9E
Nord-Kivu,Goma,Himbi,,Centre de Santé,Himbi,Acasus_469DD75853
Nord-Kivu,Goma,Himbi,,Centre de Santé,La Grace,WHO_Ebola_EB146809DF
Nord-Kivu,Goma,Katindo,,Centre Médical,Camelias,DHIS2_551CCFC6A0
Nord-Kivu,Goma,Katindo,,Centre Hopitalier,Cimak,WHO_Ebola_A9DCA7808B
Nord-Kivu,Goma,Katindo,,Centre Médical,Gesom,DHIS2_DB387D19B4
Nord-Kivu,Goma,Katindo,,Centre de Santé,Katindo,Acasus_60A95A8102
Nord-Kivu,Goma,Katindo,,Poste de Santé,Mera,Acasus_A77104046B
Nord-Kivu,Goma,Katindo,,Centre Médical,Multimedica,DHIS2_B7CBA89CED
Nord-Kivu,Goma,Kyeshero,,Centre Hopitalier,Heshima,DHIS2_2A86CFC469
Nord-Kivu,Goma,Kyeshero,,Centre de Santé,Honest,WHO_Ebola_546687B88B
Nord-Kivu,Goma,Kyeshero,,Centre de Santé,Keshero,Acasus_3139E7221C
Nord-Kivu,Goma,Kyeshero,,Centre Hopitalier,Kyeshero,DHIS2_63F950E1B3
Nord-Kivu,Goma,Kyeshero,,Centre Hopitalier,La Providence,DHIS2_652DD6C5BF
Nord-Kivu,Goma,Mapendo,,Hôpital Général de Référence,Charite Maternelle,Acasus_0E7BCD940B
Nord-Kivu,Goma,Mapendo,,Centre de Santé,Makimbilio,WHO_Ebola_62C58207F0
Nord-Kivu,Goma,Mapendo,,Centre de Santé,Mapendo,Acasus_9ACFD49DEC
Nord-Kivu,Goma,Umoja,,Centre Hopitalier,Bethesda,DHIS2_0963DDD1F5
Nord-Kivu,Goma,Umoja,,Centre de Santé,Umoja,Acasus_7E672271AD
Nord-Kivu,Itebero,Biriko,,Centre de Santé,Biriko,Acasus_ACA638FDAF
Nord-Kivu,Itebero,Busurungi,,Centre de Santé,Busurungi,Acasus_B4F8831081
Nord-Kivu,Itebero,Chambucha,,Centre de Santé,Chambucha,Acasus_B0AE814FAA
Nord-Kivu,Itebero,Hombo,,Centre de Santé,Hombo,Acasus_2EA80B4638
Nord-Kivu,Itebero,Idipo,,Centre de Santé,Idipo,Acasus_056BFD0548
Nord-Kivu,Itebero,Isangi,,Centre de Santé,Isangi,Acasus_EB55326D65
Nord-Kivu,Itebero,Itebero,,Hôpital Général de Référence,Itebero,DHIS2_1719D81FD2
Nord-Kivu,Itebero,Kabamba,,Centre de Santé,Kabamba,Acasus_25B916AE67
Nord-Kivu,Itebero,Katatwa,,Centre de Santé,Baraka Katatwa,ECV_FDC960F539
Nord-Kivu,Itebero,Katatwa,,Centre de Santé,Katatwa,ECV_A87B15570D
Nord-Kivu,Itebero,Kifuruka,,Centre de Santé,Kifuruka,Acasus_A9EFB5E238
Nord-Kivu,Itebero,Kilambo,,Centre de Santé,Kilambo,Acasus_D3C7CD6BB8
Nord-Kivu,Itebero,Kiuli,,Centre de Santé,Kiuli,Acasus_756ABC36F9
Nord-Kivu,Itebero,Lowa,,Centre de Santé,Lowa,Acasus_C9B2E1B12A
Nord-Kivu,Itebero,Lukaraba,,Centre de Santé,Lukaraba,Acasus_967385CC33
Nord-Kivu,Itebero,Mandje,,Centre de Santé,Mandje,Acasus_FCD1AD7A7A
Nord-Kivu,Itebero,Mifuti 55ème CEBCE,,Centre de Santé,Mifuti 55 Eme Cebce,Acasus_4D628D13A1
Nord-Kivu,Itebero,Muruo,,Centre de Santé,Muruo,Acasus_83B79B7068
Nord-Kivu,Itebero,Musenge,,Centre de Santé de Référence,Musenge,Acasus_A94B9EA9F1
Nord-Kivu,Itebero,Nyamimba,,Centre de Santé,Nyamimba,Acasus_1B192F0AEB
Nord-Kivu,Itebero,Otobora,,Centre de Santé,Otobora,Acasus_20CABFA874
Nord-Kivu,Itebero,Tusoke,,Centre de Santé,Tusoke,Acasus_4FF928895D
Nord-Kivu,Kalunguta,Amani Kisungu,,Centre de Santé,Amani Kisungu,Acasus_909B9F1C71
Nord-Kivu,Kalunguta,Amani Kisungu,,Poste de Santé,Buhesi,WHO_Ebola_964F85FC81
Nord-Kivu,Kalunguta,Amani Kisungu,,Poste de Santé,Cbca Kanyatsi,WHO_Ebola_DA9E216F6A
Nord-Kivu,Kalunguta,Amani Kisungu,,Poste de Santé,Eera,WHO_Ebola_333913789C
Nord-Kivu,Kalunguta,Amani Kisungu,,Poste de Santé,Kirecha,WHO_Ebola_D87D725D9A
Nord-Kivu,Kalunguta,Amani Kisungu,,Centre Hopitalier,Kisungu,WHO_Ebola_CFF8EED396
Nord-Kivu,Kalunguta,Amani Kisungu,,Poste de Santé,Kivatsi,WHO_Ebola_7ADBEF54AE
Nord-Kivu,Kalunguta,Amani Kisungu,,Poste de Santé,Vulamiro,WHO_Ebola_0438C3E9D6
Nord-Kivu,Kalunguta,Butuhe,,Centre de Santé,Butuhe,Acasus_72F9F74532
Nord-Kivu,Kalunguta,Butuhe,,Centre Hopitalier,Butuhe,Acasus_2B2EA16B29
Nord-Kivu,Kalunguta,Butuhe,,Poste de Santé,Ctb,WHO_Ebola_776B77D3DF
Nord-Kivu,Kalunguta,Butuhe,,Centre Hopitalier,Kasinga,WHO_Ebola_5B6BB3DDE6
Nord-Kivu,Kalunguta,Butuhe,,Poste de Santé,Kivatsi,WHO_Ebola_902B4133B2
Nord-Kivu,Kalunguta,Butuhe,,Poste de Santé,Ombeni,WHO_Ebola_CA492E2B7D
Nord-Kivu,Kalunguta,Kabasha,,Centre de Santé,Cp Promede,WHO_Ebola_E3F68245F1
Nord-Kivu,Kalunguta,Kabasha,,Poste de Santé,Gloria,WHO_Ebola_B72232B01D
Nord-Kivu,Kalunguta,Kabasha,,Centre de Santé,Kabasha,Acasus_036B69FE6F
Nord-Kivu,Kalunguta,Kabasha,,Poste de Santé,Miyisa,WHO_Ebola_92BBEA9E7A
Nord-Kivu,Kalunguta,Kabasha,,Dispensaire,Sibanzwa,WHO_Ebola_6F1A503FD6
Nord-Kivu,Kalunguta,Kabasha,,Poste de Santé,Tulizeni,WHO_Ebola_20E6AE837F
Nord-Kivu,Kalunguta,Kahamba,,Centre de Santé,Kahamba,Acasus_985E10D7AF
Nord-Kivu,Kalunguta,Kahamba,,Poste de Santé,Komba,WHO_Ebola_7B75691CDF
Nord-Kivu,Kalunguta,Kahamba,,Dispensaire,Komba,WHO_Ebola_AAB7B528E5
Nord-Kivu,Kalunguta,Kahamba,,Poste de Santé,Muhila,WHO_Ebola_26C4659BCE
Nord-Kivu,Kalunguta,Kahamba,,Dispensaire,Naturel Coepa,WHO_Ebola_B15710A814
Nord-Kivu,Kalunguta,Kahamba,,Poste de Santé,Saibu,WHO_Ebola_9AE6A557B9
Nord-Kivu,Kalunguta,Kalunguta,,Poste de Santé,Buliki,WHO_Ebola_04B85D5AE0
