province,osm_type,osm_id,name,amenity,healthcare,operator,lat,lon
Nord-Kivu,node,13846862932,Centre Médico Nutritionnel CEMENU SOPHIA,clinic,"","",0.1060454,29.3144397
Nord-Kivu,node,13846863125,Centre Médico-Chirurgical Kitovo,clinic,"","",0.1839,29.2234633
Nord-Kivu,node,13846862897,Centre Psychiatrique Sainte Croix,clinic,"",prive,0.1081852,29.3031065
Nord-Kivu,node,13846862950,Centre Psycho Clinique Santé Mentale Uhai,clinic,"","",0.1190071,29.3182763
Nord-Kivu,node,13846863230,Centre d'intervention Psychosociale Écologique et Juridique,doctors,"","",0.5050816,29.4770935
Nord-Kivu,node,6151396102,Centre de Nursing Misinga,doctors,"","",-1.6658878,29.2299662
Nord-Kivu,node,13846862570,Centre de Nursing Misinga,doctors,"","",-1.6658878,29.2299662
Nord-Kivu,node,7383140824,Centre de Sante Bulengero,doctors,"","",-1.66467,28.9100967
Nord-Kivu,node,13846852575,Centre de Sante Bulengero,doctors,"","",-1.66467,28.9100967
Nord-Kivu,node,6374000550,Centre de Sante Burusi,doctors,centre,"",-0.0824134,29.450138
Nord-Kivu,node,13846862792,Centre de Sante Burusi,doctors,centre,"",-0.0824134,29.450138
Nord-Kivu,node,13846863248,Centre de Sante Couriel Internationale,clinic,"","",0.5082919,29.4664895
Nord-Kivu,node,7383140818,Centre de Sante Humule,doctors,doctor,"",-1.58792,28.9160383
Nord-Kivu,node,13846852577,Centre de Sante Humule,doctors,doctor,"",-1.58792,28.9160383
Nord-Kivu,node,13846863276,Centre de Sante Kithevya,doctors,centre,"",0.6914267,29.5099583
Nord-Kivu,node,13846863308,Centre de Sante Mabasele,doctors,centre,"",0.7229454,29.5084285
Nord-Kivu,node,13846863232,Centre de Sante Mabolio,doctors,centre,"",0.487106,29.4454353
Nord-Kivu,node,13846863234,Centre de Sante Madrandele,doctors,centre,"",0.5045493,29.4699234
Nord-Kivu,node,13846863231,Centre de Sante Malepe,doctors,centre,"",0.4873667,29.47762
Nord-Kivu,node,8014570606,Centre de Sante Masosi,doctors,centre,"",0.6516877,29.4898301
Nord-Kivu,node,13846863278,Centre de Sante Masosi,doctors,centre,"",0.6516877,29.4898301
Nord-Kivu,node,9806238381,Centre de Sante Mbau,doctors,centre,"",0.653934,29.4989767
Nord-Kivu,node,13846863280,Centre de Sante Mbau,doctors,centre,"",0.653934,29.4989767
Nord-Kivu,node,7383140799,Centre de Sante Mushaki,doctors,"","",-1.5282817,28.9794717
Nord-Kivu,node,13846862619,Centre de Sante Mushaki,doctors,"","",-1.5282817,28.9794717
Nord-Kivu,node,8014570632,Centre de Sante Pakanza,doctors,centre,"",0.6785097,29.5043611
Nord-Kivu,node,13846863287,Centre de Sante Pakanza,doctors,centre,"",0.6785097,29.5043611
Nord-Kivu,node,7383140800,Centre de Sante Ruhegeri,doctors,"","",-1.6281783,28.9182783
Nord-Kivu,node,13846852578,Centre de Sante Ruhegeri,doctors,"","",-1.6281783,28.9182783
Nord-Kivu,node,13846863307,Centre de Sante de Reference Mbau,doctors,nurse,"",0.7114977,29.5125521
Nord-Kivu,node,8014570621,Centre de Santembau,doctors,centre,"",0.653934,29.4989767
Nord-Kivu,node,13846863286,Centre de Santembau,doctors,centre,"",0.653934,29.4989767
Nord-Kivu,way,147636996,Centre de Santé 8e CEPAC,hospital,"","",-1.420605,28.0684877
Nord-Kivu,node,7383140823,Centre de Santé Bitonga,doctors,"","",-1.7090084,28.9647899
Nord-Kivu,node,13846852536,Centre de Santé Bitonga,doctors,"","",-1.7090084,28.9647899
Nord-Kivu,node,13846863240,Centre de Santé Boikene,doctors,centre,"",0.5178095,29.4928934
Nord-Kivu,node,7407509032,Centre de Santé Buabo,doctors,"","",-1.4396513,28.7692412
Nord-Kivu,node,13846862639,Centre de Santé Buabo,doctors,"","",-1.4396513,28.7692412
Nord-Kivu,node,6374000555,Centre de Santé Bughumirya,doctors,centre,"",0.037245,29.320203
Nord-Kivu,node,13846862859,Centre de Santé Bughumirya,doctors,centre,"",0.037245,29.320203
Nord-Kivu,node,7407509029,Centre de Santé Buguri,doctors,"","",-1.4327102,28.8905428
Nord-Kivu,node,13846862633,Centre de Santé Buguri,doctors,"","",-1.4327102,28.8905428
Nord-Kivu,node,13846863269,Centre de Santé Buhumbani,doctors,"","",0.5209062,29.3535661
Nord-Kivu,node,7407509030,Centre de Santé Bukombo,doctors,"","",-1.3325187,28.773123
Nord-Kivu,node,13846862665,Centre de Santé Bukombo,doctors,"","",-1.3325187,28.773123
Nord-Kivu,node,13846863266,Centre de Santé Bundji,doctors,centre,"",0.5049121,29.3873019
Nord-Kivu,node,7383140821,Centre de Santé Buroha,doctors,doctor,"",-1.4749567,29.0407983
Nord-Kivu,node,13846862631,Centre de Santé Buroha,doctors,doctor,"",-1.4749567,29.0407983
Nord-Kivu,node,7383140822,Centre de Santé Bushuhe,doctors,"","",-1.5854583,28.987233
Nord-Kivu,node,13846852583,Centre de Santé Bushuhe,doctors,"","",-1.5854583,28.987233
Nord-Kivu,node,13846863187,Centre de Santé Butanuka,doctors,nurse,"",0.4728992,29.4669835
Nord-Kivu,node,13846863226,Centre de Santé Butsili,doctors,centre,"",0.5026078,29.4527328
Nord-Kivu,node,13846863127,Centre de Santé Butuhe,doctors,"","",0.2085497,29.2711762
Nord-Kivu,node,6374000547,Centre de Santé Bweteta,doctors,centre,"",0.0539165,29.2344093
Nord-Kivu,node,13846862857,Centre de Santé Bweteta,doctors,centre,"",0.0539165,29.2344093
Nord-Kivu,node,6374000543,Centre de Santé Heri Upone 2,doctors,centre,"",-1.646489,29.232595
Nord-Kivu,node,13846862574,Centre de Santé Heri Upone 2,doctors,centre,"",-1.646489,29.232595
Nord-Kivu,node,6374000542,Centre de Santé Honest,doctors,centre,"",-1.663371,29.17486
Nord-Kivu,node,13846852571,Centre de Santé Honest,doctors,centre,"",-1.663371,29.17486
Nord-Kivu,node,7383140815,Centre de Santé Kabase,doctors,"","",-1.6598645,28.9857697
Nord-Kivu,node,13846852579,Centre de Santé Kabase,doctors,"","",-1.6598645,28.9857697
Nord-Kivu,node,13846863173,Centre de Santé Kabasha,doctors,centre,"",0.37564,29.36534
Nord-Kivu,node,7407509027,Centre de Santé Kahanga,doctors,"","",-1.3424537,28.8765105
Nord-Kivu,node,13846862693,Centre de Santé Kahanga,doctors,"","",-1.3424537,28.8765105
Nord-Kivu,node,7407509028,Centre de Santé Kalonge,doctors,"","",-1.3683862,28.9285661
Nord-Kivu,node,13846862700,Centre de Santé Kalonge,doctors,"","",-1.3683862,28.9285661
Nord-Kivu,node,13846863155,Centre de Santé Kalunguta,doctors,centre,"",0.3285873,29.3526627
Nord-Kivu,node,6374000530,Centre de Santé Kambuli,doctors,centre,"",0.0743726,29.3403651
Nord-Kivu,node,13846862864,Centre de Santé Kambuli,doctors,centre,"",0.0743726,29.3403651
Nord-Kivu,node,7407509025,Centre de Santé Kaniro,doctors,"","",-1.4870084,28.8151889
Nord-Kivu,node,13846862641,Centre de Santé Kaniro,doctors,"","",-1.4870084,28.8151889
Nord-Kivu,node,7407509026,Centre de Santé Kanyatsi,doctors,"","",-1.366233,28.9813919
Nord-Kivu,node,13846862697,Centre de Santé Kanyatsi,doctors,"","",-1.366233,28.9813919
Nord-Kivu,node,13846863235,Centre de Santé Kanzulinzuli,doctors,centre,"",0.4977369,29.4467486
Nord-Kivu,node,7383140813,Centre de Santé Karuba,doctors,"","",-1.5774333,28.9661017
Nord-Kivu,node,13846862616,Centre de Santé Karuba,doctors,"","",-1.5774333,28.9661017
Nord-Kivu,node,13846863227,Centre de Santé Kasabinyole,doctors,nurse,"",0.500241,29.4791103
Nord-Kivu,node,13846863188,Centre de Santé Kasanga,doctors,centre,"",0.4811999,29.4550259
Nord-Kivu,node,7383140814,Centre de Santé Kashebere,doctors,"","",-1.4795528,28.9468873
Nord-Kivu,node,13846862632,Centre de Santé Kashebere,doctors,"","",-1.4795528,28.9468873
Nord-Kivu,node,7383140811,Centre de Santé Kasura,doctors,"","",-1.544259,28.8836762
Nord-Kivu,node,13846862621,Centre de Santé Kasura,doctors,"","",-1.544259,28.8836762
Nord-Kivu,node,13846863152,Centre de Santé Katanda,doctors,centre,"",0.280054,29.482467
Nord-Kivu,node,13846862501,Centre de Santé Katoyi,clinic,"","",-1.6663047,29.2232224
Nord-Kivu,node,7383140812,Centre de Santé Kausa,doctors,"","",-1.4373717,28.98172
Nord-Kivu,node,13846862635,Centre de Santé Kausa,doctors,"","",-1.4373717,28.98172
Nord-Kivu,node,7407509023,Centre de Santé Kazinga,doctors,"","",-1.4416967,28.694575
Nord-Kivu,node,13846862638,Centre de Santé Kazinga,doctors,"","",-1.4416967,28.694575
Nord-Kivu,node,6374000513,Centre de Santé Kibwe,doctors,centre,"",0.1717867,29.4012883
Nord-Kivu,node,13846862889,Centre de Santé Kibwe,doctors,centre,"",0.1717867,29.4012883
Nord-Kivu,node,7383140809,Centre de Santé Kihindo,doctors,"","",-1.6295066,29.0300508
Nord-Kivu,node,13846852574,Centre de Santé Kihindo,doctors,"","",-1.6295066,29.0300508
Nord-Kivu,node,13846862623,Centre de Santé Kimoka,doctors,"","",-1.5504486,29.061008
Nord-Kivu,node,13846862628,Centre de Santé Kimoka,doctors,"","",-1.5504486,29.061008
Nord-Kivu,node,7383140807,Centre de Santé Kionde,doctors,"","",-1.6403582,29.0001962
Nord-Kivu,node,13846852580,Centre de Santé Kionde,doctors,"","",-1.6403582,29.0001962
Nord-Kivu,node,7407509024,Centre de Santé Kirolirwe,doctors,doctor,"",-1.3968836,29.0164749
Nord-Kivu,node,13846862701,Centre de Santé Kirolirwe,doctors,doctor,"",-1.3968836,29.0164749
Nord-Kivu,node,7383140808,Centre de Santé Kirotshe,doctors,"","",-1.6196066,29.0152267
Nord-Kivu,node,13846852572,Centre de Santé Kirotshe,doctors,"","",-1.6196066,29.0152267
Nord-Kivu,node,7407509021,Centre de Santé Kitsule,doctors,"","",-1.4149958,28.8618457
Nord-Kivu,node,13846862634,Centre de Santé Kitsule,doctors,"","",-1.4149958,28.8618457
Nord-Kivu,node,7383140805,Centre de Santé Kyabondo,doctors,"","",-1.6717333,29.0007445
Nord-Kivu,node,13846852537,Centre de Santé Kyabondo,doctors,"","",-1.6717333,29.0007445
Nord-Kivu,node,9835954910,Centre de Santé Kyaghala,hospital,"","",0.1174917,29.3403667
Nord-Kivu,node,13846862862,Centre de Santé Kyambogho,doctors,centre,"",0.077845,29.2781783
Nord-Kivu,node,13846863151,Centre de Santé Lisasa,doctors,centre,"",0.29486,29.42395
Nord-Kivu,way,1071235894,Centre de Santé Loashi,doctors,doctor,"",-1.3602849,28.7912779
Nord-Kivu,node,10660783656,Centre de Santé Lubero Cité,hospital,"","",-0.1609159,29.2365715
Nord-Kivu,node,7407509019,Centre de Santé Luke,doctors,"","",-1.5030792,28.730493
Nord-Kivu,node,13846862640,Centre de Santé Luke,doctors,"","",-1.5030792,28.730493
Nord-Kivu,way,1130670900,Centre de Santé Lukweti,doctors,"","",-1.2014229,28.7380188
Nord-Kivu,way,1516636674,Centre de Santé Lukweti,doctors,"","",-1.2014229,28.7380188
Nord-Kivu,node,7383140806,Centre de Santé Luzirantaka,doctors,"","",-1.6859093,28.8858049
Nord-Kivu,node,13846852535,Centre de Santé Luzirantaka,doctors,"","",-1.6859093,28.8858049
Nord-Kivu,node,7407509017,Centre de Santé Lwibo,doctors,"","",-1.2571157,28.7489163
Nord-Kivu,node,13846862649,Centre de Santé Lwibo,doctors,"","",-1.2571157,28.7489163
Nord-Kivu,node,13846863284,Centre de Santé MAVIVI,doctors,centre,"",0.583877,29.487399
Nord-Kivu,node,13846863233,Centre de Santé Mabakanga,doctors,centre,"",0.4992843,29.4725845
Nord-Kivu,way,423192471,Centre de Santé Machumbi,doctors,doctor,"",-1.3140662,28.6731787
Nord-Kivu,way,1516636677,Centre de Santé Machumbi,doctors,doctor,"",-1.3140662,28.6731787
Nord-Kivu,node,7407509018,Centre de Santé Mahanga,doctors,"","",-1.3577392,28.67222
Nord-Kivu,node,13846862674,Centre de Santé Mahanga,doctors,"","",-1.3577392,28.67222
Nord-Kivu,node,7407509015,Centre de Santé Mahya,doctors,"","",-1.5432349,28.5617786
Nord-Kivu,node,13846862642,Centre de Santé Mahya,doctors,"","",-1.5432349,28.5617786
Nord-Kivu,node,6374000377,Centre de Santé Makimbilio,doctors,centre,"",-1.685721,29.241192
Nord-Kivu,node,13846862404,Centre de Santé Makimbilio,doctors,centre,"",-1.685721,29.241192
Nord-Kivu,node,13846863153,Centre de Santé Makoko,doctors,centre,"",0.28985,29.23671
Nord-Kivu,node,13849060401,Centre de Santé Malende,hospital,"","",0.1218719,29.2342944
Nord-Kivu,node,13846863267,Centre de Santé Mambango,doctors,centre,"",0.5020921,29.4017067
Nord-Kivu,node,13846863163,Centre de Santé Mambingi,doctors,centre,"",0.36689,29.27511
Nord-Kivu,node,13846863165,Centre de Santé Mambingi,doctors,centre,"",0.36689,29.27511
Nord-Kivu,node,6123542533,Centre de Santé Mapendo,clinic,"","",-1.6871868,29.2417149
Nord-Kivu,node,7407509016,Centre de Santé Masisi,doctors,"","",-1.3977186,28.818967
Nord-Kivu,node,13846862654,Centre de Santé Masisi,doctors,"","",-1.3977186,28.818967
Nord-Kivu,node,13846862921,Centre de Santé Masuli,doctors,nurse,"",0.091002,29.2977181
Nord-Kivu,node,13846863174,Centre de Santé Mataba,doctors,centre,"",0.41693,29.40092
Nord-Kivu,node,7383140803,Centre de Santé Matanda,doctors,"","",-1.5446533,28.9349531
Nord-Kivu,node,13846862615,Centre de Santé Matanda,doctors,"","",-1.5446533,28.9349531
Nord-Kivu,node,13846863158,Centre de Santé Mbilinga,doctors,centre,"",0.3208,29.20596
Nord-Kivu,node,7407509013,Centre de Santé Mbitsi,doctors,"","",-1.3587056,28.73391
Nord-Kivu,node,13846862661,Centre de Santé Mbitsi,doctors,"","",-1.3587056,28.73391
Nord-Kivu,node,13846862502,Centre de Santé Medicalise Urbain Rapha,clinic,"","",-1.6650955,29.2132004
Nord-Kivu,node,7407509014,Centre de Santé Miandja,doctors,"","",-1.3245737,28.8337205
Nord-Kivu,node,13846862696,Centre de Santé Miandja,doctors,"","",-1.3245737,28.8337205
Nord-Kivu,node,13846862918,Centre de Santé Mitoya,doctors,centre,"",0.1024667,29.3008934
Nord-Kivu,node,7383140804,Centre de Santé Mitumbala,doctors,"","",-1.5626593,29.0115109
Nord-Kivu,node,13846862626,Centre de Santé Mitumbala,doctors,"","",-1.5626593,29.0115109
Nord-Kivu,way,148109218,Centre de Santé Moria,hospital,"","",-1.4292127,28.078751
Nord-Kivu,node,7407509011,Centre de Santé Mpanamo,doctors,"","",-1.37185,28.906945
Nord-Kivu,node,13846862695,Centre de Santé Mpanamo,doctors,"","",-1.37185,28.906945
Nord-Kivu,node,7407509012,Centre de Santé Muheto,doctors,"","",-1.3420164,28.9515488
Nord-Kivu,node,13846862694,Centre de Santé Muheto,doctors,"","",-1.3420164,28.9515488
Nord-Kivu,node,13846863178,Centre de Santé Mukulya,doctors,centre,"",0.453495,29.423147
Nord-Kivu,node,9352570583,Centre de Santé Mulo,hospital,"","",-0.1308102,29.2637988
Nord-Kivu,node,7383140801,Centre de Santé Mumba,doctors,"","",-1.5880339,28.8789642
Nord-Kivu,node,13846852582,Centre de Santé Mumba,doctors,"","",-1.5880339,28.8789642
Nord-Kivu,node,6374000350,Centre de Santé Munoli,doctors,centre,"",0.064645,29.214291
Nord-Kivu,node,13846862866,Centre de Santé Munoli,doctors,centre,"",0.064645,29.214291
Nord-Kivu,node,7383140802,Centre de Santé Murambi,doctors,doctor,"",-1.5346833,29.0236917
Nord-Kivu,node,13846862630,Centre de Santé Murambi,doctors,doctor,"",-1.5346833,29.0236917
Nord-Kivu,node,6374000347,Centre de Santé Musavuli,hospital,"","",0.5007249,29.4762283
Nord-Kivu,node,6374000346,Centre de Santé Musenda,doctors,centre,"",0.0620933,29.369985
Nord-Kivu,node,13846862874,Centre de Santé Musenda,doctors,centre,"",0.0620933,29.369985
Nord-Kivu,node,7473467188,Centre de Santé Ndosho,doctors,"","",-1.6518303,29.2024103
Nord-Kivu,node,13846862516,Centre de Santé Ndosho,doctors,"","",-1.6518303,29.2024103
Nord-Kivu,node,6374000341,Centre de Santé Ngeleza,doctors,centre,"",0.041644,29.340412
Nord-Kivu,node,13846862867,Centre de Santé Ngeleza,doctors,centre,"",0.041644,29.340412
Nord-Kivu,node,13846863268,Centre de Santé Ngilinga,doctors,"","",0.4953517,29.4411633
Nord-Kivu,node,6374000338,Centre de Santé Ngoma,doctors,centre,"",0.08857,29.161075
Nord-Kivu,node,13846862838,Centre de Santé Ngoma,doctors,centre,"",0.08857,29.161075
Nord-Kivu,node,7407509009,Centre de Santé Ngomashi,doctors,"","",-1.4591534,28.6329119
Nord-Kivu,node,13846862637,Centre de Santé Ngomashi,doctors,"","",-1.4591534,28.6329119
Nord-Kivu,node,13846863258,Centre de Santé Ngongolio,doctors,centre,"",0.511341,29.4507312
Nord-Kivu,node,13846863281,Centre de Santé Ngoyo,doctors,"","",0.5532,29.24081
Nord-Kivu,node,13846863283,Centre de Santé Ngoyo,doctors,"","",0.5532469,29.2408328
Nord-Kivu,node,7407509008,Centre de Santé Nyabiondo,doctors,"","",-1.3160978,28.7265621
Nord-Kivu,node,13846862666,Centre de Santé Nyabiondo,doctors,"","",-1.3160978,28.7265621
Nord-Kivu,node,7407509006,Centre de Santé Nyakariba,doctors,"","",-1.3655826,28.9727586
Nord-Kivu,node,13846862698,Centre de Santé Nyakariba,doctors,"","",-1.3655826,28.9727586
Nord-Kivu,node,7407509010,Centre de Santé Nyamitaba,doctors,"","",-1.3727965,28.9949029
Nord-Kivu,node,13846862699,Centre de Santé Nyamitaba,doctors,"","",-1.3727965,28.9949029
Nord-Kivu,node,13846863192,Centre de Santé Paida,doctors,centre,"",0.4696351,29.5012755
Nord-Kivu,node,13846863130,Centre de Santé Rwahwa,doctors,centre,"",0.239925,29.2174683
Nord-Kivu,node,13846863190,Centre de Santé Rwangoma,doctors,centre,"",0.4731298,29.4745446
Nord-Kivu,node,7407509007,Centre de Santé Sati,doctors,"","",-1.4339311,28.8187552
Nord-Kivu,node,13846862636,Centre de Santé Sati,doctors,"","",-1.4339311,28.8187552
Nord-Kivu,node,13846863282,Centre de Santé Sayo,doctors,centre,"",0.565032,29.4347827
Nord-Kivu,node,13846862421,Centre de Santé Shirika La Umoja (Handicapé Physique),doctors,centre,"",-1.6706802,29.2320418
Nord-Kivu,node,13846863175,Centre de Santé Supa,doctors,centre,"",0.4207401,29.4705655
Nord-Kivu,node,13846863229,Centre de Santé Tamende,doctors,centre,"",0.497048,29.466896
Nord-Kivu,node,6374000322,Centre de Santé Tout Passe,doctors,centre,"",-1.647265,29.238031
Nord-Kivu,node,13846862573,Centre de Santé Tout Passe,doctors,centre,"",-1.647265,29.238031
Nord-Kivu,node,10660783648,Centre de Santé Tukendilama,hospital,"","",-0.1611067,29.233962
Nord-Kivu,node,13846863239,Centre de Santé Tuungane,doctors,centre,"",0.494233,29.4925137
Nord-Kivu,node,13846862855,Centre de Santé Vighole,doctors,centre,"",0.0753645,29.3046721
Nord-Kivu,node,6123542534,Centre de Santé Virunga,clinic,"","",-1.6635847,29.2333237
Nord-Kivu,node,13846862561,Centre de Santé Virunga,clinic,"","",-1.6635847,29.2333237
Nord-Kivu,node,9187154943,Centre de Santé Vuhika,hospital,"","",0.1053276,29.3101501
Nord-Kivu,node,13846863133,Centre de Santé Vurondo,doctors,centre,"",0.25706,29.19047
Nord-Kivu,node,6374000306,Centre de Santé Vusa,doctors,centre,"",0.048712,29.169391
Nord-Kivu,node,13846862841,Centre de Santé Vusa,doctors,centre,"",0.048712,29.169391
Nord-Kivu,way,660780624,Centre de Santé Wanamahika,clinic,"","",0.1402322,29.3081069
Nord-Kivu,way,619852846,Centre de Santé de Référence,hospital,hospital,"",0.6052836,29.3070951
Nord-Kivu,node,13846863161,Centre de Santé de Référence Aloya,doctors,"","",0.49538,29.14369
Nord-Kivu,node,13846863129,Centre de Santé de Référence Kahamba,doctors,centre,"",0.26027,29.23539
Nord-Kivu,node,6374000285,Centre de Santé de Référence Kipese,doctors,centre,"",-0.2379,29.295904
Nord-Kivu,node,13846862762,Centre de Santé de Référence Kipese,doctors,centre,"",-0.2379,29.295904
Nord-Kivu,node,7915548969,Centre de Santé de Référence Magherya,hospital,"",Etat,-0.0609476,29.3634514
Nord-Kivu,node,13846862922,Centre de Santé de Référence Nduko,doctors,centre,"",0.09502,29.26957
Nord-Kivu,node,7383140820,Centre de Santé de Référence Ngungu,doctors,"","",-1.653685,28.88582
Nord-Kivu,node,13846852581,Centre de Santé de Référence Ngungu,doctors,"","",-1.653685,28.88582
Nord-Kivu,node,7383140817,Centre de Santé de Référence Rubaya,doctors,"","",-1.5413532,28.8723277
Nord-Kivu,node,13846862618,Centre de Santé de Référence Rubaya,doctors,"","",-1.5413532,28.8723277
Nord-Kivu,node,13846863277,Centre de Santé linzo,doctors,"","",0.59885,29.3147
Nord-Kivu,node,13846863279,Centre de Santé linzo,doctors,"","",0.5988292,29.3146021
Nord-Kivu,node,13846863162,Centre de Santé ngazi,doctors,"","",0.4254704,29.1463243
Nord-Kivu,node,13846863168,Centre de Santé visiki,doctors,"","",0.37717,29.23844
Nord-Kivu,node,13846863169,Centre de Santé visiki,doctors,"","",0.3772344,29.2383501
Nord-Kivu,node,13846863164,Centre de Santé vusayiro,doctors,"","",0.35792,29.18427
Nord-Kivu,node,13846863170,Centre de Santé vusayiro,doctors,"","",0.3578858,29.1842472
Nord-Kivu,node,9165465618,Centre de Traitement Covid,hospital,"","",0.1450982,29.2859071
Nord-Kivu,node,13846863285,Centre de Traitement Ebola,doctors,"","",0.605894,29.30645
Nord-Kivu,node,13846862443,Centre de santé Amani,clinic,"","",-1.6699456,29.2244079
Nord-Kivu,node,6150230771,Centre de santé Baraka,clinic,"","",-1.6303555,29.1767341
Nord-Kivu,node,13846852568,Centre de santé Baraka,clinic,"","",-1.6303555,29.1767341
Nord-Kivu,node,13846852561,Centre de santé Buhimba,clinic,"","",-1.6188524,29.1438713
Nord-Kivu,node,6123237472,Centre de santé Bujovu,clinic,"","",-1.6503757,29.2437728
Nord-Kivu,node,13180450634,Centre de santé Bukohwa,clinic,"","",0.5800367,29.9154282
Nord-Kivu,way,653710788,Centre de santé CCLK,clinic,"","",-1.6343507,29.1669574
Nord-Kivu,way,1516636669,Centre de santé CCLK,clinic,"","",-1.6343507,29.1669574
Nord-Kivu,node,13846862465,Centre de santé Carmel,clinic,"","",-1.6708819,29.2044222
Nord-Kivu,node,6123511439,Centre de santé Casop,clinic,"","",-1.6841505,29.2409203
Nord-Kivu,node,6123279511,Centre de santé Cbca Kibati,clinic,"","",-1.5902712,29.2551601
Nord-Kivu,node,6150189447,Centre de santé De l'Equateur,clinic,"","",-1.6549577,29.2116453
Nord-Kivu,node,13846862513,Centre de santé De l'Equateur,clinic,"","",-1.6549577,29.2116453
Nord-Kivu,node,13846862441,Centre de santé Heal Africa,clinic,"","",-1.6801148,29.2327899
Nord-Kivu,node,6123220045,Centre de santé Hebron,clinic,"","",-1.6389495,29.1906229
Nord-Kivu,node,13846862577,Centre de santé Hebron,clinic,"","",-1.6389495,29.1906229
Nord-Kivu,node,13846862923,Centre de santé Irangya,doctors,nurse,"",0.0904805,29.2869473
Nord-Kivu,node,7772394380,Centre de santé Kaniyi,clinic,"",Comité Local de développement,-0.1072659,29.3631791
Nord-Kivu,node,6123511436,Centre de santé Kanyaruchinya,clinic,clinic,"",-1.6139808,29.255305
Nord-Kivu,node,13846862427,Centre de santé Kasika,clinic,"","",-1.6766308,29.2420126
Nord-Kivu,node,6095244622,Centre de santé Katindo,doctors,"","",-1.677726,29.2179412
Nord-Kivu,node,13846862470,Centre de santé Katindo,doctors,"","",-1.677726,29.2179412
Nord-Kivu,node,13846852569,Centre de santé Keshero,clinic,"","",-1.6579296,29.1752062
Nord-Kivu,node,6280660925,Centre de santé Kibati,clinic,"","",-1.5892035,29.2661083
Nord-Kivu,way,1084691170,Centre de santé Kirumba,clinic,"","",-0.5647838,29.1780785
Nord-Kivu,way,1084691171,Centre de santé Kirumba,clinic,"","",-0.5648079,29.1783141
Nord-Kivu,way,1084691172,Centre de santé Kirumba,clinic,"","",-0.5647573,29.1784638
Nord-Kivu,way,1516636678,Centre de santé Kirumba,clinic,"","",-0.5647838,29.1780785
Nord-Kivu,way,1516636681,Centre de santé Kirumba,clinic,"","",-0.5647573,29.1784638
Nord-Kivu,node,6374000504,Centre de santé Kitsimba,doctors,centre,"",-0.166506,29.322511
Nord-Kivu,node,13846862777,Centre de santé Kitsimba,doctors,centre,"",-0.166506,29.322511
Nord-Kivu,node,13846862780,Centre de santé Kitsuku,doctors,centre,"",-0.066246,29.283295
Nord-Kivu,node,13846862743,Centre de santé Kiviriri,doctors,centre,"",-0.37862,29.354657
Nord-Kivu,node,6123511441,Centre de santé Kiziba,clinic,"","",-1.6439625,29.2018969
Nord-Kivu,node,13846862588,Centre de santé Kiziba,clinic,"","",-1.6439625,29.2018969
Nord-Kivu,node,13846862882,Centre de santé Kyondo,doctors,centre,"",0.0037417,29.3982633
Nord-Kivu,node,6151196219,Centre de santé Lubango,clinic,"","",-1.660293,29.212674
Nord-Kivu,node,13846862500,Centre de santé Lubango,clinic,"","",-1.660293,29.212674
Nord-Kivu,node,13846862442,Centre de santé Mabinga,clinic,clinic,"",-1.673945,29.227229
Nord-Kivu,node,6123511442,Centre de santé Majengo,clinic,"","",-1.653728,29.2247516
Nord-Kivu,node,13846862560,Centre de santé Majengo,clinic,"","",-1.653728,29.2247516
Nord-Kivu,node,13846862712,Centre de santé Miriki,clinic,"","",-0.7127652,29.0601978
Nord-Kivu,node,13846862614,Centre de santé Mudja,clinic,"","",-1.607731,29.2029885
Nord-Kivu,node,13846852558,Centre de santé Mugunga,clinic,"","",-1.6083712,29.1386283
Nord-Kivu,node,6151400651,Centre de santé Munigi,doctors,"","",-1.6407666,29.2441014
Nord-Kivu,node,13846862425,Centre de santé Murara,clinic,"","",-1.6790699,29.2317794
Nord-Kivu,node,6151313745,Centre de santé Muungano Resurrection,clinic,"","",-1.6505754,29.2055527
Nord-Kivu,node,13846862509,Centre de santé Muungano Resurrection,clinic,"","",-1.6505754,29.2055527
Nord-Kivu,node,13846862563,Centre de santé Muungano Solidarité,clinic,"","",-1.669534,29.2335074
Nord-Kivu,node,6280986709,Centre de santé Méthodiste Unis,clinic,"","",-1.6484862,29.2232224
Nord-Kivu,node,13846862515,Centre de santé Méthodiste Unis,clinic,"","",-1.6484862,29.2232224
Nord-Kivu,node,6123237470,Centre de santé Ndosho,clinic,"","",-1.6543886,29.1982316
Nord-Kivu,node,13846862534,Centre de santé Ndosho,clinic,"","",-1.6543886,29.1982316
Nord-Kivu,node,6280986708,Centre de santé Ngangi III,clinic,"","",-1.6408745,29.21279
Nord-Kivu,node,13846862597,Centre de santé Ngangi III,clinic,"","",-1.6408745,29.21279
Nord-Kivu,node,10971291766,Centre de santé Ngenge,doctors,"","",-1.3337582,28.6123091
Nord-Kivu,node,13846862667,Centre de santé Ngenge,doctors,"","",-1.3337582,28.6123091
Nord-Kivu,node,13846862493,Centre de santé Rapha,clinic,"","",-1.6661485,29.213771
Nord-Kivu,node,6280660931,Centre de santé Sake,clinic,"","",-1.5731191,29.0589854
Nord-Kivu,node,6280986707,Centre de santé Turunga,clinic,"","",-1.6365981,29.2189832
Nord-Kivu,node,13846862598,Centre de santé Turunga,clinic,"","",-1.6365981,29.2189832
Nord-Kivu,node,13846862532,Centre de santé Umodja,clinic,"","",-1.6485002,29.1872634
